player1,player2,best_of,player1_elo,player2_elo,elo_match_win_rate,elo_frame_win_rate,p1_matches_played,p1_matches_won,p1_frames_played,p1_frames_won,p2_matches_played,p2_matches_won,p2_frames_played,p2_frames_won,p1_frames_played_1_year,p1_frames_won_1_year,p1_frames_played_3_years,p1_frames_won_3_years,p2_frames_played_1_year,p2_frames_won_1_year,p2_frames_played_3_years,p2_frames_won_3_years,score1,score2,match_result,win_percentage,tournament_id
Ken Doherty,Zak Surety,5,1289,1164,0.6429935752689471,0.5774953651858118,1220,722,9696,5268,173,80,957,455,75,32,425,200,56,21,196,97,3,0,0.0,1.0,4494
Michael Holt,Mark Davis,5,1315,1384,0.4197376972117811,0.45698161927569014,951,542,6665,3523,1231,739,8485,4636,83,33,535,274,138,74,595,307,2,3,1.0,0.4,4494
Dominic Dale,Xiao Guodong,5,1325,1457,0.3494118903890368,0.4182406231581638,1025,573,7154,3781,581,342,3748,2072,106,51,469,228,136,81,659,361,3,0,0.0,1.0,4494
Ali Carter,Peifan Lei,5,1547,1198,0.8438161813126877,0.7052656295907794,1131,690,7737,4269,64,32,359,174,258,159,991,542,154,86,359,174,3,2,0.0,0.6,4494
Michael White,Ian Burns,5,1272,1310,0.4555689973865378,0.47626784587343896,609,334,3960,2063,426,215,2673,1346,132,69,515,254,129,72,461,229,1,3,1.0,0.25,4494
Andrew Higginson,Jordan Brown,5,1292,1382,0.3958493803112608,0.4439861094553801,806,469,5635,3058,198,101,1257,623,85,42,457,229,147,81,499,239,2,3,1.0,0.4,4494
Barry Hawkins,Luca Brecel,5,1556,1425,0.6495070845747473,0.581150964289394,1196,748,8253,4613,511,287,3303,1765,292,164,1101,620,117,60,727,391,2,3,1.0,0.4,4494
Stuart Bingham,Robert Milkins,5,1562,1362,0.7205943074123384,0.6224593312018546,1333,850,9376,5349,979,570,6920,3728,344,197,1276,729,115,56,576,290,3,1,0.0,0.75,4494
John Astley,Zhang Anda,5,1241,1320,0.4083159274906386,0.4507848708986665,283,128,1737,820,363,178,2510,1251,85,43,380,182,0,0,204,94,3,1,0.0,0.75,4494
Mark Allen,Reanne Evans,5,1546,1005,0.937799244114868,0.7945380470706461,914,601,6389,3629,164,56,923,380,145,89,856,499,21,7,110,33,3,2,0.0,0.6,4494
Andy Hicks,Zhou Yuelong,5,1209,1471,0.22267371008797487,0.3418636849519818,693,370,5372,2770,356,210,2252,1219,67,29,355,165,181,101,742,416,0,3,1.0,0.0,4494
Stephen Hendry,Gary Wilson,5,1380,1368,0.5140593366492738,0.5074994375506203,1273,896,11743,6899,569,330,3690,1991,21,8,21,8,159,73,871,466,0,3,1.0,0.0,4494
Mark Williams,Dominic Dale,5,1551,1325,0.7452833993871671,0.637608652621925,1642,1074,12017,6889,1025,573,7154,3781,354,199,1041,579,106,51,469,228,3,2,0.0,0.6,4494
Mark King,Lee Walker,5,1310,1230,0.5928217934973692,0.549833997312478,1061,584,7625,4001,550,285,4084,2069,72,33,499,240,70,29,356,150,2,3,1.0,0.4,4494
Ricky Walden,Robbie Williams,5,1457,1323,0.6527461766347843,0.5829754542011996,1000,593,6821,3745,456,240,2959,1505,153,87,682,368,84,40,495,251,3,1,0.0,0.75,4494
Mark Allen,Hossein Vafaei,5,1546,1357,0.7097800814946296,0.6159753019181258,914,601,6389,3629,193,107,1377,700,145,89,856,499,86,40,489,250,2,3,1.0,0.4,4494
Judd Trump,Stuart Bingham,5,1645,1562,0.5962298160217396,0.5516896693427,1224,866,8277,4980,1333,850,9376,5349,316,201,1769,1117,344,197,1276,729,3,1,0.0,0.75,4494
Jimmy White,Allan Taylor,5,1206,1229,0.47306913504118553,0.4856289593029398,1509,823,12680,6594,374,175,2175,1051,79,36,366,149,62,26,305,149,0,3,1.0,0.0,4494
Elliot Slessor,Wu Yize,5,1326,1083,0.7607334420026184,0.647370307581549,264,124,1608,774,21,6,148,63,83,40,474,241,0,0,148,63,3,1,0.0,0.75,4494
Xu Si,Barry Pinches,5,1254,1184,0.5814079746991073,0.5436386872370789,115,42,732,320,813,416,6114,3155,50,23,332,152,91,39,362,165,3,0,0.0,1.0,4494
Michael Georgiou,Matthew Selt,5,1285,1419,0.3472538233652157,0.41702454579880044,304,144,1844,899,708,384,4655,2433,70,41,392,192,183,100,711,371,0,3,1.0,0.0,4494
Jimmy Robertson,Noppon Saengkham,5,1361,1384,0.4730691350411855,0.4856289593029398,614,331,4030,2092,334,166,2307,1145,97,53,587,298,74,39,526,276,3,2,0.0,0.6,4494
Dylan Emery,Andrew Pagett,5,1083,1185,0.38238073612843015,0.43659321373780635,50,23,259,124,279,129,1799,875,112,53,199,93,12,5,110,60,2,3,1.0,0.4,4494
Ken Doherty,Joe O'Connor,5,1289,1343,0.43700576673934954,0.46630116456709914,1220,722,9696,5268,182,86,1130,554,75,32,425,200,106,55,487,247,1,3,1.0,0.25,4494
Martin Gould,Lu Ning,5,1415,1382,0.5386061841882444,0.5206133097144487,809,484,5356,2926,193,94,1243,616,121,60,640,341,115,55,554,292,1,3,1.0,0.25,4494
Ross Muir,Rory McLeod,5,1234,1197,0.5432668246103534,0.523108525489089,210,81,1355,614,656,347,4735,2420,77,47,227,118,67,23,342,168,3,0,0.0,1.0,4494
Liang Wenbo,Hammad Miah,5,1427,1207,0.7396976942828528,0.6341355910108006,722,430,5010,2742,213,83,1378,618,107,55,643,343,74,44,313,143,1,3,1.0,0.25,4494
Martin O'Donnell,Stephen Maguire,5,1369,1367,0.502343735351654,0.5012499973958398,429,217,2637,1337,1095,713,8010,4516,96,55,490,248,101,49,844,440,2,3,1.0,0.4,4494
David Grace,Oliver Lines,5,1312,1306,0.5070308545144337,0.5037499296890819,408,190,2643,1285,289,137,1740,852,63,27,435,217,100,54,400,191,0,3,1.0,0.0,4494
Lukas Kleckers,Louis Heathcote,5,1152,1263,0.3723786733374611,0.4310667906304534,137,51,776,333,119,55,629,311,59,21,286,122,103,54,394,197,3,2,0.0,0.6,4494
Bai Langning,Pang Junxu,5,1189,1290,0.38349750758420054,0.4372082598613548,41,14,257,114,55,27,335,160,129,71,231,108,111,65,283,143,1,3,1.0,0.25,4494
Mark Davis,Jak Jones,5,1384,1292,0.606405319906548,0.5572478545985557,1231,739,8485,4636,283,124,1770,800,138,74,595,307,114,56,480,226,1,3,1.0,0.25,4494
Duane Jones,Ian Burns,5,1250,1310,0.4300807939975804,0.4625701546562504,252,117,1507,736,426,215,2673,1346,174,96,447,211,129,72,461,229,3,0,0.0,1.0,4494
Li Hang,Zhang Jiankang,5,1358,1060,0.8067495454287211,0.6780882495516275,375,196,2587,1336,45,12,259,94,85,34,570,298,12,6,139,50,0,3,1.0,0.0,4494
Liam Highfield,Chen Zifan,5,1349,1168,0.7017835272842731,0.6112334666758695,442,235,2970,1553,147,62,840,368,116,59,467,230,78,31,357,153,3,2,0.0,0.6,4494
Cao Yupeng,John Higgins,5,1447,1626,0.3002325236021207,0.389955327595473,273,143,1889,967,1652,1168,12966,7664,33,22,33,22,303,185,1341,786,2,3,1.0,0.4,4494
Scott Donaldson,Ben Hancorn,5,1337,1110,0.7462076900349668,0.6381861133090057,383,204,2481,1261,81,37,395,192,147,67,775,411,75,30,205,98,2,3,1.0,0.4,4494
Anthony Hamilton,Ashley Hugill,5,1333,1230,0.6187349736700456,0.5640216374262577,960,547,7124,3770,176,77,974,459,83,41,458,223,75,33,286,136,3,2,0.0,0.6,4494
David Gilbert,John Astley,5,1539,1241,0.806749545428721,0.6780882495516275,806,468,5585,3005,283,128,1737,820,220,128,1107,614,85,43,380,182,3,1,0.0,0.75,4494
Mark Selby,Ali Carter,5,1619,1547,0.5836970593034506,0.5448788923735801,1369,941,9802,5724,1131,690,7737,4269,338,188,1557,900,258,159,991,542,0,3,1.0,0.0,4494
David Lilley,Jordan Brown,5,1256,1382,0.3559176246393252,0.42189476711569085,174,91,1006,520,198,101,1257,623,137,74,387,186,147,81,499,239,0,3,1.0,0.0,4494
Luca Brecel,Jianbo Zhao,5,1425,1189,0.7544397107772243,0.6433651456944017,511,287,3303,1765,34,14,180,88,117,60,727,391,77,39,180,88,3,1,0.0,0.75,4494
Matthew Selt,Zhou Yuelong,5,1419,1471,0.4393188771785538,0.4675456936126813,708,384,4655,2433,356,210,2252,1219,183,100,711,371,181,101,742,416,1,3,1.0,0.25,4494
Xu Si,Gary Wilson,5,1254,1368,0.36906491624238447,0.42922838810550823,115,42,732,320,569,330,3690,1991,50,23,332,152,159,73,871,466,0,3,1.0,0.0,4494
Mark Williams,Liam Highfield,5,1551,1349,0.7225374978806129,0.623633628298226,1642,1074,12017,6889,442,235,2970,1553,354,199,1041,579,116,59,467,230,3,0,0.0,1.0,4494
Ricky Walden,John Higgins,5,1457,1626,0.3104117587322423,0.3959186771306219,1000,593,6821,3745,1652,1168,12966,7664,153,87,682,368,303,185,1341,786,3,1,0.0,0.75,4494
Jak Jones,Hossein Vafaei,5,1292,1357,0.4243276778778329,0.45946416072621066,283,124,1770,800,193,107,1377,700,114,56,480,226,86,40,489,250,2,3,1.0,0.4,4494
Elliot Slessor,Judd Trump,5,1326,1645,0.1773295109505582,0.3105605469392263,264,124,1608,774,1224,866,8277,4980,83,40,474,241,316,201,1769,1117,3,2,0.0,0.6,4494
Jimmy Robertson,Duane Jones,5,1361,1250,0.6276213266625388,0.5689332093695465,614,331,4030,2092,252,117,1507,736,97,53,587,298,174,96,447,211,3,2,0.0,0.6,4494
Anthony Hamilton,Joe O'Connor,5,1333,1343,0.4882830807686245,0.4937503255004896,960,547,7124,3770,182,86,1130,554,83,41,458,223,106,55,487,247,2,3,1.0,0.4,4494
Ben Hancorn,Lu Ning,5,1110,1382,0.21423324253251252,0.33626130259564724,81,37,395,192,193,94,1243,616,75,30,205,98,115,55,554,292,1,3,1.0,0.25,4494
Allan Taylor,Ross Muir,5,1229,1234,0.49414085387289564,0.4968750406894684,374,175,2175,1051,210,81,1355,614,62,26,305,149,77,47,227,118,1,3,1.0,0.25,4494
Hammad Miah,Luca Brecel,5,1207,1425,0.2621793292705147,0.3670252233195393,213,83,1378,618,511,287,3303,1765,74,44,313,143,117,60,727,391,3,1,0.0,0.75,4494
Stephen Maguire,Jordan Brown,5,1367,1382,0.4824280526376499,0.4906260984783392,1095,713,8010,4516,198,101,1257,623,101,49,844,440,147,81,499,239,3,0,0.0,1.0,4494
Lukas Kleckers,Lee Walker,5,1152,1230,0.4094544886841527,0.4514038914168657,137,51,776,333,550,285,4084,2069,59,21,286,122,70,29,356,150,3,0,0.0,1.0,4494
Pang Junxu,Zhang Jiankang,5,1290,1060,0.7489690627518347,0.6399160967377342,55,27,335,160,45,12,259,94,111,65,283,143,12,6,139,50,1,3,1.0,0.25,4494
Andrew Pagett,David Gilbert,5,1185,1539,0.1528416445905888,0.2921427285755186,279,129,1799,875,806,468,5585,3005,12,5,110,60,220,128,1107,614,0,3,1.0,0.0,4494
Ali Carter,Oliver Lines,5,1547,1306,0.7589450442086845,0.6462280583309002,1131,690,7737,4269,289,137,1740,852,258,159,991,542,100,54,400,191,3,1,0.0,0.75,4494
Joe O'Connor,Zhou Yuelong,5,1343,1471,0.3537438574958326,0.4206757478512505,182,86,1130,554,356,210,2252,1219,106,55,487,247,181,101,742,416,2,3,1.0,0.4,4494
Gary Wilson,Hossein Vafaei,5,1368,1357,0.5128881883269052,0.5068745667645342,569,330,3690,1991,193,107,1377,700,159,73,871,466,86,40,489,250,3,2,0.0,0.6,4494
Mark Williams,Zhang Jiankang,5,1551,1060,0.9195925555036336,0.7733807162924247,1642,1074,12017,6889,45,12,259,94,354,199,1041,579,12,6,139,50,3,2,0.0,0.6,4494
Ricky Walden,Ross Muir,5,1457,1234,0.7424990849385268,0.6358738914270539,1000,593,6821,3745,210,81,1355,614,153,87,682,368,77,47,227,118,3,1,0.0,0.75,4494
Elliot Slessor,Ali Carter,5,1326,1547,0.2593666185416439,0.3652845846208415,264,124,1608,774,1131,690,7737,4269,83,40,474,241,258,159,991,542,3,1,0.0,0.75,4494
Stephen Maguire,Jimmy Robertson,5,1367,1361,0.5070308545144337,0.5037499296890819,1095,713,8010,4516,614,331,4030,2092,101,49,844,440,97,53,587,298,0,3,1.0,0.0,4494
Lu Ning,Lukas Kleckers,5,1382,1152,0.7489690627518346,0.6399160967377341,193,94,1243,616,137,51,776,333,115,55,554,292,59,21,286,122,3,0,0.0,1.0,4494
David Gilbert,Hammad Miah,5,1539,1207,0.8320642170589908,0.6963549298238342,806,468,5585,3005,213,83,1378,618,220,128,1107,614,74,44,313,143,3,0,0.0,1.0,4494
David Gilbert,Gary Wilson,7,1539,1368,0.7203516579445735,0.6052765337748445,806,468,5585,3005,569,330,3690,1991,220,128,1107,614,159,73,871,466,3,4,1.0,0.4285714285714286,4494
Ricky Walden,Mark Williams,7,1457,1551,0.37380831662168235,0.44151888756183866,1000,593,6821,3745,1642,1074,12017,6889,153,87,682,368,354,199,1041,579,3,4,1.0,0.4285714285714286,4494
Elliot Slessor,Zhou Yuelong,7,1326,1471,0.3100835328422398,0.4103545214372688,264,124,1608,774,356,210,2252,1219,83,40,474,241,181,101,742,416,4,3,0.0,0.5714285714285714,4494
Jimmy Robertson,Lu Ning,7,1361,1382,0.4713154170628733,0.4868780138177567,614,331,4030,2092,193,94,1243,616,97,53,587,298,115,55,554,292,4,2,0.0,0.6666666666666666,4494
Gary Wilson,Elliot Slessor,7,1368,1326,0.557211603425229,0.5262259093720687,569,330,3690,1991,264,124,1608,774,159,73,871,466,83,40,474,241,4,3,0.0,0.5714285714285714,4494
Mark Williams,Jimmy Robertson,7,1551,1361,0.7415764082537253,0.6165665045213193,1642,1074,12017,6889,614,331,4030,2092,354,199,1041,579,97,53,587,298,4,1,0.0,0.8,4494
Mark Williams,Gary Wilson,11,1551,1368,0.7801859416806328,0.6124209393479161,1642,1074,12017,6889,569,330,3690,1991,354,199,1041,579,159,73,871,466,6,4,0.0,0.6,4494
Fan Zhengyi,David Lilley,7,1101,1255,0.2993747145090636,0.4049215261338659,78,20,458,168,176,92,1013,523,66,27,322,129,144,77,394,189,4,2,0.0,0.6666666666666666,4495
Cao Yupeng,Robbie Williams,7,1450,1326,0.6642657784879786,0.5768852611320463,275,144,1899,972,458,241,2967,1509,43,27,43,27,92,44,503,255,4,3,0.0,0.5714285714285714,4495
Christopher Clifford,Gao Yang,7,1000,1047,0.4360365854867152,0.4706587499542144,0,0,0,0,29,8,142,54,0,0,0,0,68,25,142,54,0,4,1.0,0.0,4495
Lukas Kleckers,Ben Woollaston,7,1175,1377,0.24548919020671278,0.376366371701774,141,54,792,342,731,414,4620,2455,75,30,302,131,101,54,605,321,0,4,1.0,0.0,4495
Jordan Brown,Gary Wilson,7,1382,1415,0.4549849461247728,0.47938669028555136,201,103,1268,629,576,336,3728,2015,158,87,510,245,197,97,909,490,0,4,1.0,0.0,4495
Jamie Clarke,Kyren Wilson,7,1334,1503,0.28193392217129976,0.3959186771306219,246,122,1444,725,802,504,5170,2889,113,56,478,230,444,233,1617,916,0,4,1.0,0.0,4495
Mark Williams,Mark Joyce,7,1571,1300,0.8213053995393751,0.6631804950993565,1649,1081,12055,6915,562,293,3934,1984,392,225,1079,605,119,56,470,224,4,1,0.0,0.8,4495
Pang Junxu,Liang Wenbo,7,1297,1418,0.339469937373569,0.42494645144421206,58,29,346,167,724,431,5018,2746,122,72,294,150,115,59,651,347,1,4,1.0,0.19999999999999996,4495
Anthony McGill,Lee Walker,7,1436,1228,0.7608368593181392,0.6271477663131956,655,389,4283,2327,553,287,4096,2075,200,103,876,460,82,35,368,156,3,4,1.0,0.4285714285714286,4495
Fraser Patrick,Ricky Walden,7,1180,1476,0.15779994964470245,0.323004143761477,260,104,1630,744,1005,597,6845,3760,104,49,289,128,177,102,706,383,1,4,1.0,0.19999999999999996,4495
Chris Wakelin,Michael Holt,7,1306,1313,0.4904306643721704,0.4956251116502266,281,143,1844,934,952,542,6670,3525,127,59,463,225,88,35,540,276,4,3,0.0,0.5714285714285714,4495
Judd Trump,Andrew Pagett,7,1635,1189,0.932232850061026,0.7530600904213377,1227,868,8291,4988,282,131,1811,881,330,209,1783,1125,24,11,122,66,4,1,0.0,0.8,4495
Allan Taylor,John Astley,7,1242,1249,0.4904306643721704,0.4956251116502266,377,177,2186,1058,285,129,1745,824,73,33,316,156,93,47,388,186,4,2,0.0,0.6666666666666666,4495
Matthew Stevens,Zhao Xintong,7,1384,1417,0.4549849461247727,0.4793866902855513,1040,606,7915,4300,289,162,1843,1006,76,37,482,257,157,79,674,374,4,3,0.0,0.5714285714285714,4495
Gerard Greene,Akani Songsermsawad,7,1254,1354,0.36607269253409325,0.43782349911420193,792,413,5744,2956,188,99,1239,631,94,41,406,180,91,49,416,215,2,4,1.0,0.33333333333333337,4495
Elliot Slessor,Ross Muir,7,1363,1258,0.6403298636636867,0.5652507475670999,270,129,1639,793,214,84,1371,624,114,59,505,260,93,57,243,128,4,3,0.0,0.5714285714285714,4495
Matthew Selt,Yuan Sijun,7,1424,1361,0.5854263042586717,0.5392938058983595,711,386,4667,2440,165,79,1066,523,195,107,723,378,97,56,480,251,1,4,1.0,0.19999999999999996,4495
Michael Georgiou,Xu Si,7,1286,1255,0.5422981239384309,0.5193653082299319,306,145,1850,902,118,44,743,326,76,44,398,195,61,29,343,158,2,4,1.0,0.33333333333333337,4495
Mark Lloyd,Mark Selby,7,1046,1609,0.03144723378547498,0.19662867146554086,22,9,106,50,1371,942,9810,5727,83,44,106,50,346,191,1565,903,1,4,1.0,0.19999999999999996,4495
