player1,player2,best_of,player1_elo,player2_elo,elo_match_win_rate,elo_frame_win_rate,p1_matches_played,p1_matches_won,p1_frames_played,p1_frames_won,p2_matches_played,p2_matches_won,p2_frames_played,p2_frames_won,p1_frames_played_1_year,p1_frames_won_1_year,p1_frames_played_3_years,p1_frames_won_3_years,p2_frames_played_1_year,p2_frames_won_1_year,p2_frames_played_3_years,p2_frames_won_3_years,score1,score2,match_result,win_percentage,tournament_id
Jeff Cundy,Jamie Trump,7,1116,931,0.7360780864464773,0.6136070778047783,532,281,3701,1916,5,0,22,2,16,7,104,52,10,2,22,2,4,0,0.0,1.0,2945
Matthew Couch,Oliver Brown,7,1093,1184,0.3776967488123118,0.44336904007774663,526,296,3995,2095,192,88,1038,498,29,16,50,24,15,6,139,75,4,0,0.0,1.0,2945
Tony Corrigan,Ian Desmier,7,959,980,0.4713154170628733,0.4868780138177567,13,3,69,26,3,1,14,4,12,4,26,6,14,4,14,4,4,0,0.0,1.0,2945
Brian Cini,Aaron Busuttil,7,1113,1025,0.6184015843393024,0.5547792351072148,51,26,271,145,17,9,88,44,19,8,92,49,16,7,47,22,4,1,0.0,0.8,2945
Au Chi Wai,Paul Burrell,7,1058,890,0.7169197076810394,0.6034832498647263,37,17,214,93,26,6,154,55,37,21,37,21,13,5,54,21,4,0,0.0,1.0,2945
Billy Joe Castle,Dylan Emery,7,1185,1022,0.7111524094404451,0.6004882745269664,84,39,510,239,15,8,82,41,128,62,426,192,22,10,82,41,4,3,0.0,0.5714285714285714,2945
Ross Bulman,Haider Ali,7,1032,954,0.6053054839891849,0.5485961085831343,16,6,85,37,5,0,27,7,61,25,85,37,12,4,27,7,4,3,0.0,0.5714285714285714,2945
Kayden Brierley,Richard Binns,7,1033,976,0.5774056625100122,0.5355648379838539,6,4,35,20,7,2,34,13,35,20,35,20,18,9,18,9,4,0,0.0,1.0,2945
Josh Boileau,Alex Borg,7,1066,1065,0.5013671846516985,0.5006249996744794,92,35,535,231,396,165,2778,1248,12,4,196,68,84,31,285,101,4,0,0.0,1.0,2945
Iulian Boiko,Felix Frede,7,974,972,0.5027343522137269,0.5012499973958399,10,2,54,18,42,18,225,102,22,8,54,18,33,17,106,47,4,2,0.0,0.6666666666666666,2945
Simon Bedford,Brandon Hall,7,1235,973,0.8133483117002799,0.6581363150480182,440,256,3329,1794,11,4,55,20,24,12,129,76,9,1,55,20,4,3,0.0,0.5714285714285714,2945
Nezar Asseri,Surinder Gill,7,979,1086,0.3571206786692294,0.43352094403237207,2,0,10,2,200,101,1609,812,10,2,10,2,20,12,20,12,4,3,0.0,0.5714285714285714,2945
Mohammed Asif,Chau Hon Man,7,1129,968,0.7088291167182063,0.5992881635083561,22,7,161,77,10,2,63,21,21,13,21,13,17,7,17,7,4,1,0.0,0.8,2945
Hamza Akbar,Matthew Roberts,7,1055,940,0.6530083881296338,0.5713839816769324,58,13,368,129,15,5,80,30,32,16,221,78,18,7,80,30,4,0,0.0,1.0,2945
Farakh Ajaib,Fergal Quinn,7,1057,1023,0.5463726874746992,0.5212372149662741,54,26,303,146,8,5,45,25,18,8,113,53,41,25,45,25,4,0,0.0,1.0,2945
Chen Zifan,Jack Harris,7,1215,987,0.7812257884147848,0.6387631751488418,100,46,577,264,3,1,14,5,94,49,365,166,14,5,14,5,4,2,0.0,0.6666666666666666,2945
Guan Zhen,Thomas Hilborne,7,1108,938,0.7192100641468833,0.6046790847140093,36,21,191,103,6,0,29,5,34,21,34,21,9,1,9,1,4,0,0.0,1.0,2945
Chen Zhe,Alex Taubman,7,1138,1096,0.557211603425229,0.5262259093720687,217,101,1337,641,171,77,927,426,11,3,251,100,26,13,104,53,4,2,0.0,0.6666666666666666,2945
Wang Zepeng,Aaron Hill,7,1102,993,0.6454220086166967,0.5677065480733601,46,24,260,132,3,1,14,6,24,12,74,42,14,6,14,6,4,0,0.0,1.0,2945
Qingtian Yang,Wayne Townsend,7,1054,965,0.6197035864994962,0.5553966483205892,10,7,50,31,43,19,272,126,50,31,50,31,15,4,56,18,4,1,0.0,0.8,2945
Daniel Womersley,Raymond Fry,7,1042,977,0.5880916350836762,0.5405358392737893,36,15,206,94,19,6,104,45,33,20,107,51,17,8,22,9,4,1,0.0,0.8,2945
Michael Wild,Lewis Gillen,7,1163,974,0.7404818133197837,0.6159753019181258,318,165,1944,1025,16,6,83,36,14,6,152,74,20,9,28,9,4,1,0.0,0.8,2945
Patrick Whelan,Andrew Doherty,7,1038,1035,0.5041014855971089,0.5018749912109869,29,12,150,74,9,6,46,27,23,10,116,64,37,22,37,22,4,2,0.0,0.6666666666666666,2945
Soheil Vahedi,Tyler Rees,7,1101,981,0.6592810606298003,0.574442516811659,50,11,329,123,24,9,142,56,58,21,294,110,17,7,110,48,4,2,0.0,0.6666666666666666,2945
Alexander Ursenbacher,Farakh Ajaib,7,1284,1057,0.7802322205466414,0.6381861133090055,144,65,899,419,54,26,303,146,145,76,469,224,18,8,113,53,4,2,0.0,0.6666666666666666,2945
Zak Surety,Tony Corrigan,7,1137,959,0.728275111254584,0.6094497836283252,137,63,797,380,13,3,69,26,36,22,94,49,12,4,26,6,4,0,0.0,1.0,2945
Luke Simmonds,Shane Castle,7,1191,1125,0.589422689021118,0.541156668150228,140,76,919,476,81,39,477,235,14,6,176,94,57,33,118,69,4,0,0.0,1.0,2945
Xu Si,Allan Taylor,7,1187,1219,0.4563431395453441,0.48001065984441826,68,22,472,197,323,152,1928,936,72,29,358,150,58,34,437,203,4,1,0.0,0.8,2945
Lin Shuai,Manasawin Phetmalaikul,7,1093,957,0.6790334655716898,0.5841905229354074,41,20,245,117,16,5,86,34,32,18,32,18,16,7,59,23,4,1,0.0,0.8,2945
Chae Ross,Craig Farrar,7,1044,979,0.5880916350836762,0.5405358392737893,19,11,106,55,2,0,10,2,40,22,106,55,10,2,10,2,4,0,0.0,1.0,2945
Adrian Rosa,Fraser Patrick,7,1170,1184,0.48086718764462183,0.4912508931197597,283,156,2197,1130,218,91,1414,648,25,14,66,37,73,32,215,101,4,3,0.0,0.5714285714285714,2945
Lee Richardson,Steven Hallworth,7,1003,1218,0.2319038910879732,0.36876933738359946,283,135,2112,1034,111,47,649,302,31,17,31,17,28,14,157,92,4,2,0.0,0.6666666666666666,2945
Ian Preece,Dave Nelson,7,1198,962,0.7890748963496146,0.6433651456944017,231,122,1654,838,8,3,40,14,54,29,269,116,22,10,40,14,4,1,0.0,0.8,2945
George Pragnall,Lewis Ullah,7,1110,973,0.6802510445614828,0.584797674717737,58,29,329,161,5,0,30,10,24,14,142,74,13,5,30,10,4,0,0.0,1.0,2945
Andreas Ploner,Robbie Mcguigan,7,1104,969,0.6778138346852377,0.5835831155172753,75,36,401,194,3,0,14,2,38,20,132,66,14,2,14,2,4,2,0.0,0.6666666666666666,2945
Barry Pinches,Gary Lees,7,1220,1031,0.7404818133197837,0.6159753019181258,760,393,5854,3036,265,141,1916,985,102,46,237,128,10,2,10,2,4,2,0.0,0.6666666666666666,2945
Andres Petrov,Ryan Davies,7,1024,1036,0.4835986704357121,0.4925005624493796,22,10,122,57,12,7,60,31,24,11,81,34,40,18,60,31,4,2,0.0,0.6666666666666666,2945
Andrew Pagett,Aditya Mehta,7,1181,1272,0.3776967488123118,0.44336904007774663,265,121,1732,839,297,143,2041,1003,43,24,94,56,34,20,298,141,4,0,0.0,1.0,2945
Ng On Yee,Michael Collumb,7,989,1118,0.32954639777958084,0.4200665998114943,30,12,192,79,76,34,412,206,44,17,136,55,41,24,111,57,4,1,0.0,0.8,2945
Jamie O'Neill,Kuldesh Johal,7,1236,1155,0.6092484254460553,0.5504527113395278,305,158,1924,996,222,125,1451,773,59,22,184,99,11,3,124,67,4,3,0.0,0.5714285714285714,2945
Heikki Niva,Joe Delaney,7,1039,1189,0.3041121924541114,0.40733340004593027,17,8,94,50,397,206,3181,1608,17,7,94,50,5,1,5,1,4,2,0.0,0.6666666666666666,2945
Ross Muir,Wu Yize,7,1194,1028,0.7146198510727906,0.6022861768886306,174,64,1145,504,10,1,72,26,17,8,354,150,72,26,72,26,4,3,0.0,0.5714285714285714,2945
Geng Mingqi,Ben Fortey,7,1086,971,0.6530083881296338,0.5713839816769324,27,14,158,85,24,7,128,53,29,18,110,66,10,2,54,26,4,2,0.0,0.6666666666666666,2945
Rory McLeod,Ka Wai Cheung,7,1211,1039,0.721490850613204,0.6058736684317606,593,318,4419,2270,16,7,91,44,26,18,491,224,30,20,78,41,4,3,0.0,0.5714285714285714,2945
Jamie McArdle,Tomasz Skalski,7,1033,1041,0.48906395814377107,0.4950001666600003,17,8,94,49,53,22,295,137,33,19,78,41,13,5,20,8,4,1,0.0,0.8,2945
Bash Maqsood,Simon Dent,7,922,973,0.43064928112217615,0.4681681105837757,29,7,159,59,42,17,219,99,11,3,52,19,15,5,91,39,4,1,0.0,0.8,2945
Sean Maddocks,Dave Finbow,7,983,1158,0.2751060630015586,0.39233683016710835,11,5,61,27,306,168,2437,1249,10,2,61,27,24,10,24,10,4,3,0.0,0.5714285714285714,2945
Callum Lloyd,Keith Keldie,7,1016,917,0.6326419490877371,0.5615610703361955,37,14,194,89,16,3,90,29,36,23,70,41,9,1,48,14,4,1,0.0,0.8,2945
David Lilley,Stephen Kershaw,7,1257,987,0.8204326451879429,0.6626218371700825,111,60,683,358,191,81,1368,649,64,24,301,150,12,4,48,21,4,1,0.0,0.8,2945
Peifan Lei,Christopher Keogan,7,1065,1153,0.38159841566069774,0.4452207648927852,17,7,106,47,162,64,924,419,106,47,106,47,66,38,270,108,4,3,0.0,0.5714285714285714,2945
Daegyu Lee,Fung Kwok Wai,7,1041,1051,0.4863309727288301,0.49375032550048964,12,7,66,38,22,9,144,68,23,11,66,38,12,4,12,4,4,2,0.0,0.6666666666666666,2945
Sanderson Lam,Ronan Whyte,7,1085,958,0.6679843009449487,0.578714862460134,160,59,972,415,6,1,27,6,12,4,320,121,8,0,27,6,4,1,0.0,0.8,2945
Lukas Kleckers,Josh Boileau,7,1145,1066,0.6066210971235376,0.5492151291013335,88,34,535,235,92,35,535,231,45,24,289,119,12,4,196,68,4,3,0.0,0.5714285714285714,2945
Rodion Judin,Harry Farrell,7,980,993,0.48223281808358937,0.4918757150937391,17,6,103,38,2,0,12,4,34,17,48,23,12,4,12,4,4,3,0.0,0.5714285714285714,2945
Liu Jiaming,Saqib Nasir,7,999,1101,0.3635067817280711,0.4365932137378064,21,7,118,51,100,49,549,287,16,6,53,27,11,3,100,52,4,3,0.0,0.5714285714285714,2945
Si Jiahui,Ahmed Elsayed,7,1174,951,0.7762304913665884,0.6358738914270539,25,14,141,79,5,0,23,3,135,77,135,77,8,0,23,3,4,0,0.0,1.0,2945
Robin Hull,Alex Millington,7,1302,1001,0.8461660899282688,0.6797231924722057,547,321,4123,2242,8,3,48,24,36,24,364,173,28,16,48,24,4,2,0.0,0.6666666666666666,2945
Ashley Hugill,Yu Kiu Chang,7,1185,991,0.7459292301495708,0.6189278548001903,125,57,710,335,5,2,28,11,22,12,306,136,24,11,24,11,4,3,0.0,0.5714285714285714,2945
Andy Hicks,Daniel Walker,7,1266,934,0.8691888759761051,0.6963549298238342,645,349,5116,2653,5,0,23,3,99,48,302,161,9,1,23,3,4,0,0.0,1.0,2945
Louis Heathcote,Andy Milliard,7,1221,979,0.794845010612041,0.6467993925579857,63,31,366,185,10,3,59,25,131,71,221,123,11,3,59,25,4,1,0.0,0.8,2945
Ben Hancorn,Steven Evans,7,1055,981,0.6000303895586184,0.5461185410457796,33,15,206,102,67,35,460,233,16,8,66,37,4,0,19,3,4,0,0.0,1.0,2945
Matthew Glasby,Ben Mertens,7,975,996,0.4713154170628733,0.4868780138177567,54,22,289,128,10,4,50,21,27,15,114,57,22,7,46,21,4,3,0.0,0.5714285714285714,2945
Adam Duffy,Stuart Watson,7,1270,888,0.9008182724891151,0.7221196058493572,364,183,2312,1176,48,10,260,95,39,24,378,173,16,8,48,25,4,3,0.0,0.5714285714285714,2945
Callum Downing,Nezar Asseri,7,1069,979,0.6210041469292463,0.5560138905446199,42,21,231,115,2,0,10,2,34,20,34,20,10,2,10,2,4,0,0.0,1.0,2945
Himanshu Dinesh Jain,Sydney Wilson,7,1042,1142,0.36607269253409314,0.43782349911420193,13,8,70,38,193,74,1148,515,26,15,70,38,50,29,169,87,4,1,0.0,0.8,2945
Peter Devlin,Long Zehuang,7,988,1082,0.37380831662168224,0.44151888756183866,39,16,199,88,27,15,148,73,16,5,107,56,74,42,111,62,4,1,0.0,0.8,2945
Paul Davison,Ryan Thomerson,7,1198,1011,0.7382850049697135,0.6147918694922195,692,356,4811,2426,23,7,151,63,34,20,372,165,37,20,71,32,4,1,0.0,0.8,2945
Jeff Cundy,Daniel Holoyda,7,1116,988,0.6692199309586204,0.5793242521487495,532,281,3701,1916,11,5,59,26,16,7,104,52,16,6,48,23,4,2,0.0,0.6666666666666666,2945
Matthew Couch,Andy Marriott,7,1093,947,0.691115079332653,0.5902502519301834,526,296,3995,2095,30,8,173,70,29,16,50,24,27,15,48,24,4,2,0.0,0.6666666666666666,2945
Brian Cini,Jenson Kendrick,7,1113,932,0.7316341543771714,0.6112334666758695,51,26,271,145,11,1,60,19,19,8,92,49,10,2,54,17,4,3,0.0,0.5714285714285714,2945
Au Chi Wai,Mohammed Asif,7,1058,1129,0.4039387802743521,0.4557411415821268,37,17,214,93,22,7,161,77,37,21,37,21,21,13,21,13,4,2,0.0,0.6666666666666666,2945
Billy Joe Castle,Umut Dikme,7,1185,1045,0.6838913574482577,0.5866175789173301,84,39,510,239,16,8,83,43,128,62,426,192,11,3,83,43,4,1,0.0,0.8,2945
