player1,player2,best_of,elo_match_win_rate,elo_frame_win_rate,p1_matches_played,p1_matches_won,p1_frames_played,p1_frames_won,p2_matches_played,p2_matches_won,p2_frames_played,p2_frames_won,p1_frames_played_1_year,p1_frames_won_1_year,p1_frames_played_3_years,p1_frames_won_3_years,p2_frames_played_1_year,p2_frames_won_1_year,p2_frames_played_3_years,p2_frames_won_3_years,match_result,win_percentage
Barry Hawkins,Wu Yize,7,0.5880916350836761,0.5405358392737893,1362,851,9357,5240,129,67,903,464,336,182,1019,580,257,141,689,368,1.0,0.4285714285714286
Chris Wakelin,Xing Zihao,7,0.8733372031383986,0.6995172276624274,449,246,2887,1501,37,14,232,104,416,224,988,538,132,60,232,104,0.0,0.8
Ali Carter,Noppon Saengkham,7,0.5680051367615364,0.5312093733737563,1342,827,9060,5003,473,246,3229,1634,391,209,1248,693,220,111,845,451,1.0,0.33333333333333337
Peifan Lei,Stuart Bingham,7,0.2661388837111227,0.387579060652084,126,59,746,355,1520,959,10523,5958,120,59,349,164,341,180,1035,550,0.0,0.5714285714285714
Xiao Guodong,Stephen Maguire,7,0.6592810606298003,0.574442516811659,773,449,4874,2677,1214,783,8860,4971,323,182,1055,569,234,123,729,386,0.0,0.8
Tom Ford,Long Zehuang,7,0.4945314322857424,0.497500020833125,951,539,6479,3445,82,41,469,238,236,107,969,501,204,112,310,160,0.0,0.8
Luca Brecel,Ding Junhui,7,0.3029244926392998,0.4067300078928128,653,379,4380,2365,1011,673,7793,4441,181,90,892,482,313,175,1044,589,0.0,0.5714285714285714
Jack Lisowski,Mark Allen,7,0.358394567903784,0.4341349971045183,815,497,5328,2916,1095,728,7756,4408,295,160,1100,605,419,233,1248,711,1.0,0.4285714285714286
Chris Wakelin,Wu Yize,9,0.6033448258583629,0.5423979407743511,449,246,2887,1501,129,67,903,464,416,224,988,538,257,141,689,368,1.0,0.4444444444444444
Tom Ford,Peifan Lei,9,0.5973981597131837,0.5399148845555658,951,539,6479,3445,126,59,746,355,236,107,969,501,120,59,349,164,1.0,0.4444444444444444
Xiao Guodong,Luca Brecel,9,0.6541595421142608,0.5640216374262577,773,449,4874,2677,653,379,4380,2365,323,182,1055,569,181,90,892,482,0.0,0.8333333333333334
Mark Allen,Noppon Saengkham,9,0.7035360054960305,0.5860112044388707,1095,728,7756,4408,473,246,3229,1634,419,233,1248,711,220,111,845,451,0.0,0.7142857142857143
Xiao Guodong,Wu Yize,11,0.629503378310222,0.5485961085831343,773,449,4874,2677,129,67,903,464,323,182,1055,569,257,141,689,368,1.0,0.4
Peifan Lei,Mark Allen,11,0.1308674832903123,0.3390568584408371,126,59,746,355,1095,728,7756,4408,120,59,349,164,419,233,1248,711,0.0,0.5454545454545454
Peifan Lei,Wu Yize,17,0.1850698138556699,0.3941263315682394,126,59,746,355,129,67,903,464,120,59,349,164,257,141,689,368,0.0,0.6428571428571429
Luca Brecel,Kyren Wilson,7,0.2349989160961552,0.3705168880326051,657,382,4405,2378,1076,689,6864,3885,206,103,917,495,665,390,1557,914,1.0,0.19999999999999996
Yulu Bai,Mark Williams,7,0.021759621138508822,0.17689899514529428,17,3,115,37,1814,1190,13237,7602,62,16,115,37,342,195,1124,656,1.0,0.19999999999999996
Ding Junhui,Judd Trump,7,0.3842066871290606,0.44645609684888166,1014,675,7810,4452,1482,1068,10268,6213,330,186,1061,600,609,384,1830,1124,1.0,0.0
Shaun Murphy,Mark Selby,7,0.5,0.5,1384,909,9989,5675,1585,1082,11323,6589,357,201,1029,586,455,257,1385,787,1.0,0.33333333333333337
Ali Carter,Neil Robertson,7,0.3197489554385172,0.415202325282263,1345,829,9079,5013,1298,863,9491,5474,410,219,1267,703,392,242,1106,643,1.0,0.4285714285714286
Gary Wilson,Jak Jones,7,0.5013671846516985,0.5006249996744794,750,432,4839,2599,415,206,2730,1316,415,218,1047,548,384,213,893,483,1.0,0.33333333333333337
Ronnie O'Sullivan,Xiao Guodong,7,0.5585634499391967,0.5268491486891143,1542,1176,13320,8126,778,453,4907,2698,405,243,1231,741,356,203,1088,590,1.0,0.4285714285714286
Mark Allen,Igor Figueiredo,7,0.843794955427504,0.6780882495516275,1100,732,7792,4430,153,70,1058,487,455,255,1284,733,0,0,0,0,0.0,0.6666666666666666
Mark Williams,Kyren Wilson,11,0.4127589748746987,0.4675456936126812,1814,1190,13237,7602,1076,689,6864,3885,342,195,1124,656,665,390,1557,914,0.0,0.5454545454545454
Neil Robertson,Judd Trump,11,0.3688995534175814,0.4507848708986665,1298,863,9491,5474,1482,1068,10268,6213,392,242,1106,643,609,384,1830,1124,0.0,0.6
Xiao Guodong,Mark Selby,11,0.5135324497330043,0.5049998333399998,778,453,4907,2698,1585,1082,11323,6589,356,203,1088,590,455,257,1385,787,0.0,0.5454545454545454
Mark Allen,Jak Jones,11,0.6762884110738897,0.5670929049654543,1100,732,7792,4430,415,206,2730,1316,455,255,1284,733,384,213,893,483,0.0,0.6
Mark Williams,Neil Robertson,11,0.4983081107559046,0.4993750003255206,1814,1190,13237,7602,1298,863,9491,5474,342,195,1124,656,392,242,1106,643,0.0,0.75
Mark Allen,Xiao Guodong,11,0.5,0.5,1100,732,7792,4430,778,453,4907,2698,455,255,1284,733,356,203,1088,590,1.0,0.33333333333333337
Mark Williams,Xiao Guodong,19,0.5895167798293791,0.5256025883246178,1814,1190,13237,7602,778,453,4907,2698,342,195,1124,656,356,203,1088,590,0.0,0.625
Mark Joyce,Artemijs Zizins,11,0.7519246125749762,0.5992881635083561,644,329,4451,2236,21,11,118,60,144,75,468,232,118,60,118,60,1.0,0.1428571428571429
Lewis Ullah,Wang Yuchen,11,0.23369794918973075,0.3941263315682394,33,14,188,86,107,41,672,291,50,26,135,69,120,61,204,112,1.0,0.25
Hatem Yassen,Mink Nutcharut,11,0.3833548191267751,0.4563613127629212,16,0,92,11,51,5,292,86,5,1,5,1,98,28,291,86,0.0,1.0
Zhao Xintong,Akani Songsermsawad,11,0.6747697440949106,0.5664790559676278,361,210,2309,1279,238,128,1562,809,0,0,359,209,107,66,266,147,0.0,0.6666666666666666
Jimmy White,Paul Deaville,11,0.5938261596175556,0.5349429451582145,1584,848,13135,6774,34,17,171,84,127,50,426,172,110,56,139,71,0.0,0.75
Joshua Cooper,Alexander Ursenbacher,11,0.12567726831077963,0.3357035571000113,71,29,370,170,293,133,1775,852,66,31,117,53,160,79,447,219,1.0,0.1428571428571429
Ryan Davies,Chris Totten,11,0.49323276023783413,0.49750002083312506,63,32,311,160,107,38,614,248,38,22,155,78,140,70,228,117,1.0,0.25
Haris Tahir,Craig Steadman,11,0.2629316030989644,0.4073334000459302,24,13,148,70,584,308,3746,1932,123,58,148,70,30,18,323,155,0.0,0.6666666666666666
Oliver Sykes,Ben Mertens,11,0.185657336565843,0.3705168880326052,15,6,87,41,112,52,676,338,41,18,82,40,170,83,505,256,0.0,0.6
Simon Blackwell,Zak Surety,11,0.27123062627822314,0.41095956594133487,72,36,377,195,264,121,1523,731,144,75,171,87,188,98,536,267,1.0,0.4
Mohammed Shehab,Dean Young,11,0.5855906534878264,0.5318318894162242,81,32,614,291,117,45,624,264,66,28,66,28,138,58,409,169,0.0,0.6
Anton Kazakov,Amir Sarkhosh,11,0.2362757143629357,0.39532091528599067,53,10,306,101,43,19,281,140,110,42,284,92,110,51,156,75,1.0,0.1428571428571429
Joshua Thomond,Liam Pullen,11,0.3753017011625921,0.45326184801538616,81,34,431,203,57,25,345,159,95,38,182,85,130,57,303,137,1.0,0.33333333333333337
Manasawin Phetmalaikul,Andres Petrov,11,0.3252302559050892,0.433520944032372,63,18,357,138,70,24,431,179,101,30,212,78,73,34,294,113,0.0,0.6
Florian Nüßle,Jonas Luz,11,0.8154560379628985,0.6300660082850182,78,36,415,213,4,1,21,6,52,27,199,117,21,6,21,6,0.0,0.8571428571428571
Habib Subah Humood,Robbie Mcguigan,11,0.34992588488134135,0.4433690400777467,3,0,14,2,75,26,359,152,5,1,14,2,82,32,223,95,1.0,0.33333333333333337
Mitchell Mann,Andrew Pagett,11,0.4915411881910032,0.4968750406894683,387,174,2333,1096,356,154,2277,1065,98,45,303,132,171,75,444,180,0.0,0.6666666666666666
Peifan Lei,Vladislav Gradinari,11,0.90234449337996,0.6840614456522569,134,67,811,395,14,8,68,38,185,99,414,204,40,21,68,38,0.0,1.0
Igor Figueiredo,Antoni Kowalski,11,0.6500741151186586,0.5566309599222534,154,70,1064,489,53,27,292,146,6,2,6,2,135,66,168,86,1.0,0.4
Cheung Ka Wai,Harvey Chandler,11,0.5101502252807347,0.5037499296890819,37,21,215,121,98,37,556,249,109,51,215,121,33,19,104,58,0.0,0.8571428571428571
Ryan Thomerson,Duane Jones,11,0.11981306195464292,0.33181222783183384,73,18,436,162,335,150,2001,971,52,19,233,78,147,70,439,207,1.0,0.33333333333333337
Steven Hallworth,Michael Holt,11,0.4729513273017051,0.49000133312003447,229,108,1237,593,1021,574,7085,3734,40,22,309,153,110,50,373,188,1.0,0.33333333333333337
Kreishh Gurbaxani,Allan Taylor,11,0.2064357034054066,0.3810721451998096,30,10,168,74,457,209,2693,1290,104,45,145,64,181,93,471,213,0.0,0.6
Siripaporn Nuanthakhamjan,Liam Graham,11,0.3057318590991053,0.42555748318834097,25,0,145,27,58,17,320,121,77,12,145,27,106,35,241,81,1.0,0.0
Andrew Higginson,Dylan Emery,11,0.5522916686764558,0.5193653082299319,889,507,6168,3330,135,60,773,375,154,70,498,259,191,93,499,245,1.0,0.25
Huang Jiahao,Mostafa Dorgham,11,0.49154118819100356,0.4968750406894684,37,12,207,85,29,6,191,63,68,21,104,45,135,51,181,63,1.0,0.4
Liam Davies,Ahmed Aly Elsayed,11,0.8526421514898557,0.6507869207968349,54,25,320,148,26,0,133,22,123,57,294,138,86,17,133,22,0.0,0.6666666666666666
Daniel Womersley,Gong Chenzhi,11,0.39308806614715563,0.4600851154444343,114,55,583,281,35,18,242,124,118,55,212,104,155,77,242,124,1.0,0.25
Iulian Boiko,Bulcsú Révész,11,0.4881585515169254,0.4956251116502266,113,42,636,275,30,14,202,98,159,73,402,198,151,75,202,98,0.0,0.6666666666666666
Farakh Ajaib,Yulu Bai,11,0.8284777636532633,0.6370307944803832,162,70,886,407,18,3,120,38,128,69,334,162,67,17,120,38,1.0,0.4
Artemijs Zizins,David Grace,11,0.2796637232395578,0.4145954308705349,21,11,118,60,493,228,3215,1556,118,60,118,60,150,72,526,250,0.0,0.6666666666666666
Xing Zihao,Mitchell Mann,11,0.5304232964200277,0.5112481019468548,41,17,256,117,387,174,2333,1096,156,73,256,117,98,45,303,132,0.0,0.6
Liam Graham,Long Zehuang,11,0.06594815353644579,0.28853701766979867,58,17,320,121,86,44,493,251,106,35,241,81,228,125,334,173,1.0,0.33333333333333337
Wang Yuchen,Mark Davis,11,0.2016980757177537,0.3787164048089321,107,41,672,291,1328,789,9114,4956,120,61,204,112,192,107,574,292,0.0,0.5454545454545454
Zhao Xintong,Jiang Jun,11,0.8087108492997335,0.6265629971237182,361,210,2309,1279,45,20,319,156,0,0,359,209,226,114,319,156,0.0,0.75
Haris Tahir,Daniel Wells,11,0.11899198793656207,0.33125817889780795,24,13,148,70,535,268,3513,1761,123,58,148,70,192,96,590,325,1.0,0.4
Tian Pengfei,Chris Totten,11,0.7739370957025347,0.6094497836283252,575,315,3767,1982,107,38,614,248,180,91,547,272,140,70,228,117,1.0,0.4545454545454546
Stuart Carrington,Oliver Sykes,11,0.832679111841127,0.639339836753066,525,278,3316,1724,15,6,87,41,171,87,504,248,41,18,82,40,1.0,0.33333333333333337
Manasawin Phetmalaikul,Matthew Stevens,11,0.06092421656439562,0.28343218544228554,63,18,357,138,1142,657,8610,4662,101,30,212,78,186,93,653,344,1.0,0.4
Hatem Yassen,Joe Perry,11,0.04769542010423278,0.26845017555914563,16,0,92,11,1396,808,9574,5162,5,1,5,1,170,80,750,373,1.0,0.25
Jordan Brown,Florian Nüßle,11,0.5839387050670306,0.5312093733737563,349,178,2151,1070,78,36,415,213,197,90,815,408,52,27,199,117,1.0,0.25
Ross Muir,Jimmy White,11,0.6279039800050926,0.5479769376367963,298,118,1891,868,1584,848,13135,6774,151,66,486,226,127,50,426,172,0.0,0.6
Stan Moody,Duane Jones,11,0.5756563424097221,0.528095374408387,71,31,427,205,335,150,2001,971,202,106,391,190,147,70,439,207,0.0,0.6666666666666666
Oliver Lines,Dylan Emery,11,0.6625131348293405,0.5615610703361955,392,190,2356,1153,135,60,773,375,192,89,564,273,191,93,499,245,0.0,0.6666666666666666
David Lilley,Liam Davies,11,0.7438795181694131,0.5956807306078472,271,135,1611,807,54,25,320,148,208,102,567,275,123,57,294,138,0.0,0.75
Peifan Lei,Hammad Miah,11,0.7492586166277835,0.5980868603322034,134,67,811,395,297,118,1899,857,185,99,414,204,124,50,450,203,0.0,0.75
Julien Leclercq,Graeme Dott,11,0.2796637232395578,0.4145954308705349,81,35,455,210,1194,696,8550,4595,162,71,380,172,195,101,718,376,0.0,0.6
Haydon Pinhey,Sanderson Lam,11,0.49830811075590475,0.4993750003255206,119,53,642,304,283,112,1716,752,153,73,379,184,143,56,554,256,1.0,0.33333333333333337
Antoni Kowalski,Anthony Hamilton,11,0.3042545346088984,0.424946451444212,53,27,292,146,1058,598,7744,4074,135,66,168,86,154,76,527,256,0.0,0.6666666666666666
Kreishh Gurbaxani,Liu Hongyu,11,0.11655361188291291,0.3295988401911314,30,10,168,74,56,28,347,184,104,45,145,64,172,86,347,184,1.0,0.1428571428571429
Ishpreet Singh Chadha,Michael Holt,11,0.48646755026699573,0.49500016666000024,57,32,342,179,1021,574,7085,3734,199,98,342,179,110,50,373,188,1.0,0.4545454545454546
Cheung Ka Wai,Aaron Hill,11,0.2911104312860383,0.4194576951793404,37,21,215,121,134,61,789,378,109,51,215,121,168,80,583,296,1.0,0.4545454545454546
Mohammed Shehab,Louis Heathcote,11,0.30869639711294505,0.4267802273201652,81,32,614,291,214,100,1250,612,66,28,66,28,221,113,569,278,1.0,0.0
Liam Pullen,Ma Hailong,11,0.29400737437698665,0.4206757478512505,57,25,345,159,50,19,319,147,130,57,303,137,184,92,319,147,1.0,0.33333333333333337
He Guoqiang,Robbie Mcguigan,11,0.8743227316892204,0.6642964428999887,78,43,494,255,75,26,359,152,221,116,411,223,82,32,223,95,0.0,0.8571428571428571
Marco Fu,Amir Sarkhosh,11,0.8305871461583106,0.6381861133090055,980,572,7304,3954,43,19,281,140,162,87,438,223,110,51,156,75,0.0,0.8571428571428571
Jamie Clarke,Mostafa Dorgham,11,0.839863860460572,0.6433651456944017,346,172,2075,1028,29,6,191,63,175,81,593,286,135,51,181,63,0.0,0.6
Thor Chuan Leong,Zak Surety,11,0.4012529710388584,0.4631917100110195,196,73,1223,544,264,121,1523,731,169,81,310,158,188,98,536,267,0.0,0.6
Ashley Carty,Iulian Boiko,11,0.6578692364081125,0.5597136492671929,290,135,1696,832,113,42,636,275,162,80,409,201,159,73,402,198,0.0,0.6
Ian Burns,Gong Chenzhi,11,0.6117877063659423,0.5417773692836367,508,247,3195,1582,35,18,242,124,150,68,490,226,155,77,242,124,0.0,1.0
Alfie Burden,Alexander Ursenbacher,11,0.3720960199949074,0.4520230623632036,818,423,5800,2939,293,133,1775,852,153,72,478,222,160,79,447,219,0.0,0.6
Jamie Jones,Yulu Bai,11,0.9258950973091911,0.7037042379997707,684,401,4476,2403,18,3,120,38,171,81,719,365,67,17,120,38,1.0,0.4
Florian Nüßle,Fan Zhengyi,11,0.20287607848964362,0.37930480863564453,78,36,415,213,200,89,1274,593,52,27,199,117,260,140,773,407,1.0,0.25
Zhou Yuelong,Marco Fu,11,0.5354808847061806,0.5131219861822433,515,303,3249,1748,980,572,7304,3954,198,94,941,495,162,87,438,223,0.0,0.6666666666666666
Robbie Williams,Wang Yuchen,11,0.7343171553057939,0.5914589784327802,570,305,3661,1879,107,41,672,291,218,109,638,340,120,61,204,112,1.0,0.4
Wu Yize,Ashley Carty,11,0.7789444994063182,0.6118273690017371,135,72,954,492,290,135,1696,832,308,169,740,396,162,80,409,201,0.0,0.75
Zhao Xintong,Noppon Saengkham,11,0.6150281018113474,0.5430183807243099,361,210,2309,1279,477,249,3255,1648,0,0,359,209,246,125,871,465,0.0,0.75
Ben Woollaston,Joe Perry,11,0.682332326039051,0.569546223939229,846,477,5344,2837,1396,808,9574,5162,215,116,636,331,170,80,750,373,0.0,0.5454545454545454
Ricky Walden,Antoni Kowalski,11,0.8075715200153646,0.6259778577666038,1180,696,7934,4335,53,27,292,146,315,160,993,522,135,66,168,86,0.0,0.75
Hossein Vafaei,Ma Hailong,11,0.7598272122029448,0.6028848673274662,345,208,2395,1277,50,19,319,147,251,140,918,522,184,92,319,147,0.0,0.6666666666666666
Martin O'Donnell,Matthew Stevens,11,0.4662043565600018,0.48750260351578967,525,267,3256,1647,1142,657,8610,4662,233,119,539,269,186,93,653,344,1.0,0.33333333333333337
Long Zehuang,Elliot Slessor,11,0.4012529710388587,0.46319171001101966,86,44,493,251,398,199,2438,1209,228,125,334,173,333,184,762,400,1.0,0.33333333333333337
Chris Totten,Xu Si,11,0.1631892038769457,0.35835754679843657,107,38,614,248,217,96,1406,654,140,70,228,117,257,131,617,307,1.0,0.4545454545454546
Matthew Selt,Aaron Hill,11,0.6671313753074833,0.5634067862621936,893,486,5755,2998,134,61,789,378,251,130,1002,513,168,80,583,296,0.0,0.75
Oliver Lines,Neil Robertson,11,0.15414738826250884,0.3532006074420143,392,190,2356,1153,1301,865,9516,5486,192,89,564,273,417,254,1131,655,1.0,0.4545454545454546
Daniel Wells,Jimmy Robertson,11,0.49661625323436087,0.49875000260416014,535,268,3513,1761,761,417,4951,2582,192,96,590,325,235,116,804,423,1.0,0.4545454545454546
Jackson Page,Jamie Clarke,11,0.7074428338834061,0.5799334001885058,218,112,1400,699,346,172,2075,1028,260,136,694,360,175,81,593,286,0.0,0.6
Stan Moody,Pang Junxu,11,0.2148901656374212,0.3852081305077805,71,31,427,205,198,111,1295,680,202,106,391,190,376,207,912,496,0.0,0.75
Ross Muir,Robert Milkins,11,0.4061738403824444,0.4650570548417855,298,118,1891,868,1146,658,7945,4232,151,66,486,226,203,86,986,490,1.0,0.33333333333333337
Artemijs Zizins,Stephen Maguire,11,0.10792874761219773,0.32355106665152034,21,11,118,60,1217,785,8875,4980,118,60,118,60,249,132,744,395,1.0,0.33333333333333337
Jack Lisowski,Thor Chuan Leong,11,0.8064278766835024,0.6253923497205511,818,499,5343,2927,196,73,1223,544,310,171,1115,616,169,81,310,158,0.0,0.6
Thepchaiya Un-Nooh,David Lilley,11,0.7994756486773105,0.6218716423074662,579,338,3993,2135,271,135,1611,807,222,123,740,407,208,102,567,275,1.0,0.33333333333333337
Peifan Lei,Tom Ford,11,0.5135324497330043,0.5049998333399998,134,67,811,395,955,542,6504,3461,185,99,414,204,261,123,994,517,0.0,0.5454545454545454
Julien Leclercq,Dominic Dale,11,0.3421307635918876,0.440286350732807,81,35,455,210,1124,624,7772,4084,162,71,380,172,203,99,564,278,0.0,0.75
Yuan Sijun,Sanderson Lam,11,0.8274165417476542,0.6364525402815664,286,151,1826,948,283,112,1716,752,241,132,728,412,143,56,554,256,1.0,0.4545454545454546
Jak Jones,Ian Burns,11,0.7675848172598367,0.6064704870683034,417,207,2746,1324,508,247,3195,1582,400,221,909,491,150,68,490,226,0.0,0.75
Lyu Haotian,Liu Hongyu,11,0.6358774096640512,0.5510712693073421,354,181,2324,1162,56,28,347,184,237,117,791,425,172,86,347,184,1.0,0.33333333333333337
Michael Holt,Joe O'Connor,11,0.2629316030989644,0.4073334000459302,1021,574,7085,3734,315,156,1983,999,110,50,373,188,311,163,791,414,0.0,0.6666666666666666
Barry Hawkins,Alfie Burden,11,0.8768610374202797,0.6659669267518202,1365,853,9377,5251,818,423,5800,2939,356,193,1039,591,153,72,478,222,0.0,0.8571428571428571
He Guoqiang,Anthony McGill,11,0.4460320996560893,0.4800106598444182,78,43,494,255,767,456,5091,2762,221,116,411,223,148,71,700,376,0.0,0.5454545454545454
Xing Zihao,David Gilbert,11,0.10641334263314228,0.32245770467253076,41,17,256,117,967,569,6631,3593,156,73,256,117,335,191,901,498,1.0,0.4545454545454546
Louis Heathcote,Ryan Day,11,0.4127589748746987,0.4675456936126813,214,100,1250,612,1327,783,8762,4763,221,113,569,278,337,171,1043,542,1.0,0.33333333333333337
Stuart Bingham,Oliver Sykes,11,0.9510994786162322,0.7300743839811188,1523,961,10540,5969,15,6,87,41,358,191,1052,561,41,18,82,40,0.0,0.6666666666666666
Scott Donaldson,Yulu Bai,11,0.9534848276730558,0.7330201492388576,504,267,3228,1644,18,3,120,38,189,97,686,353,67,17,120,38,1.0,0.4545454545454546
Wu Yize,David Lilley,11,0.7751951749452795,0.610044672404527,135,72,954,492,271,135,1611,807,308,169,740,396,208,102,567,275,0.0,0.6666666666666666
Zhao Xintong,Ricky Walden,11,0.7016213434224691,0.5774953651858118,361,210,2309,1279,1180,696,7934,4335,0,0,359,209,315,160,993,522,0.0,0.75
Zhou Yuelong,Matthew Selt,11,0.46789022977733996,0.4881272322437472,515,303,3249,1748,893,486,5755,2998,198,94,941,495,251,130,1002,513,1.0,0.33333333333333337
Matthew Stevens,Neil Robertson,11,0.1652463391019875,0.35950804627666144,1142,657,8610,4662,1301,865,9516,5486,186,93,653,344,417,254,1131,655,1.0,0.25
Jackson Page,Hossein Vafaei,11,0.4864675502669957,0.4950001666600003,218,112,1400,699,345,208,2395,1277,260,136,694,360,251,140,918,522,0.0,0.75
Robert Milkins,Xu Si,11,0.3720960199949074,0.4520230623632036,1146,658,7945,4232,217,96,1406,654,203,86,986,490,257,131,617,307,0.0,0.75
Elliot Slessor,Stephen Maguire,11,0.47970639795112635,0.4925005624493797,398,199,2438,1209,1217,785,8875,4980,333,184,762,400,249,132,744,395,1.0,0.4545454545454546
Jack Lisowski,Yulu Bai,11,0.9788750040269292,0.7742558331886429,818,499,5343,2927,18,3,120,38,310,171,1115,616,67,17,120,38,0.0,0.8571428571428571
Ben Woollaston,Peifan Lei,11,0.5640031138255936,0.5237321541265612,846,477,5344,2837,134,67,811,395,215,116,636,331,185,99,414,204,1.0,0.25
Jak Jones,Fan Zhengyi,11,0.550614462905557,0.5187412158785352,417,207,2746,1324,200,89,1274,593,400,221,909,491,260,140,773,407,0.0,0.6666666666666666
Liu Hongyu,Michael Holt,11,0.5756563424097221,0.5280953744083872,56,28,347,184,1021,574,7085,3734,172,86,347,184,110,50,373,188,1.0,0.25
Barry Hawkins,Wang Yuchen,11,0.8950860052159663,0.6786337178522214,1365,853,9377,5251,107,41,672,291,356,193,1039,591,120,61,204,112,0.0,0.6666666666666666
He Guoqiang,Stan Moody,11,0.5673390032803908,0.52497918747894,78,43,494,255,71,31,427,205,221,116,411,223,202,106,391,190,0.0,0.5454545454545454
David Gilbert,Julien Leclercq,11,0.8810080120634379,0.668741821102192,967,569,6631,3593,81,35,455,210,335,191,901,498,162,71,380,172,0.0,0.8571428571428571
Ryan Day,Sanderson Lam,11,0.7637242856370643,0.6046790847140093,1327,783,8762,4763,283,112,1716,752,337,171,1043,542,143,56,554,256,0.0,0.75
Jimmy Robertson,Stuart Bingham,11,0.3452406378162234,0.44151888756183866,761,417,4951,2582,1523,961,10540,5969,235,116,804,423,358,191,1052,561,1.0,0.0
Wu Yize,Si Jiahui,11,0.4729513273017054,0.4900013331200346,135,72,954,492,208,119,1415,762,308,169,740,396,418,237,991,542,0.0,0.6
Stephen Maguire,Kyren Wilson,11,0.18677504439406545,0.3711001618483768,1217,785,8875,4980,1078,690,6880,3894,249,132,744,395,681,399,1573,923,1.0,0.0
Matthew Selt,Chris Wakelin,11,0.3146644680183054,0.42922838810550823,893,486,5755,2998,453,249,2911,1517,251,130,1002,513,440,240,1012,554,1.0,0.4
Neil Robertson,Judd Trump,11,0.36095007557384107,0.4476920904256747,1301,865,9516,5486,1484,1069,10282,6221,417,254,1131,655,623,392,1844,1132,1.0,0.33333333333333337
Shaun Murphy,Zhao Xintong,11,0.5690050896591121,0.5256025883246178,1385,909,9995,5677,361,210,2309,1279,363,203,1035,588,0,0,359,209,0.0,0.5454545454545454
Jack Lisowski,Mark Selby,11,0.3736977219803135,0.4526423818569107,818,499,5343,2927,1587,1083,11340,6598,310,171,1115,616,472,266,1402,796,0.0,0.6
Ding Junhui,Robert Milkins,11,0.8700081127630673,0.6615031592029524,1015,675,7814,4452,1146,658,7945,4232,334,186,1065,600,203,86,986,490,0.0,0.5454545454545454
Jak Jones,Luca Brecel,11,0.5388493461105202,0.5143710406970602,417,207,2746,1324,658,382,4410,2379,400,221,909,491,211,104,922,496,0.0,0.5454545454545454
Gary Wilson,Michael Holt,11,0.7411666221738995,0.5944759307482401,751,432,4845,2601,1021,574,7085,3734,421,220,1053,550,110,50,373,188,1.0,0.1428571428571429
John Higgins,He Guoqiang,11,0.8098458608857009,0.6271477663131956,1905,1342,14727,8678,78,43,494,255,548,308,1512,866,221,116,411,223,0.0,1.0
Barry Hawkins,Ronnie O'Sullivan,11,0.3865910655176525,0.4576020592256489,1365,853,9377,5251,1543,1176,13327,8129,356,193,1039,591,412,246,1238,744,0.0,0.6
David Gilbert,Xiao Guodong,11,0.3849718981886528,0.4569816192756902,967,569,6631,3593,782,456,4950,2720,335,191,901,498,399,225,1131,612,0.0,0.6
Ali Carter,Ryan Day,11,0.6279039800050926,0.5479769376367963,1346,829,9086,5016,1327,783,8762,4763,417,222,1274,706,337,171,1043,542,0.0,0.6
Mark Williams,Stuart Bingham,11,0.7438795181694132,0.5956807306078472,1818,1194,13277,7628,1523,961,10540,5969,382,221,1164,682,358,191,1052,561,1.0,0.4545454545454546
Peifan Lei,Zhang Anda,11,0.4045317899953643,0.4644351620161461,134,67,811,395,496,258,3483,1780,185,99,414,204,306,153,933,514,1.0,0.33333333333333337
Jackson Page,Mark Allen,11,0.3027805327241285,0.4243356489574506,218,112,1400,699,1103,734,7817,4443,260,136,694,360,480,268,1309,746,1.0,0.4
Kyren Wilson,Chris Wakelin,11,0.6747697440949106,0.5664790559676278,1078,690,6880,3894,453,249,2911,1517,681,399,1573,923,440,240,1012,554,0.0,0.75
Judd Trump,John Higgins,11,0.6808260033162458,0.5689332093695465,1484,1069,10282,6221,1905,1342,14727,8678,623,392,1844,1132,548,308,1512,866,0.0,0.5454545454545454
Shaun Murphy,Ding Junhui,11,0.4376666286326199,0.4768914745109111,1385,909,9995,5677,1015,675,7814,4452,363,203,1035,588,334,186,1065,600,0.0,0.5454545454545454
Ali Carter,Jack Lisowski,11,0.4763279761203718,0.49125089311975967,1346,829,9086,5016,818,499,5343,2927,417,222,1274,706,310,171,1115,616,1.0,0.4
Jak Jones,Michael Holt,11,0.7572090044732831,0.6016871801828567,417,207,2746,1324,1021,574,7085,3734,400,221,909,491,110,50,373,188,1.0,0.4545454545454546
David Gilbert,Barry Hawkins,11,0.4510636861150269,0.48188293495681855,967,569,6631,3593,1365,853,9377,5251,335,191,901,498,356,193,1039,591,1.0,0.4545454545454546
Zhang Anda,Stuart Bingham,11,0.4410095569399367,0.4781389460283984,496,258,3483,1780,1523,961,10540,5969,306,153,933,514,358,191,1052,561,0.0,0.5454545454545454
Mark Allen,Wu Yize,11,0.6311004465824185,0.5492151291013335,1103,734,7817,4443,135,72,954,492,480,268,1309,746,308,169,740,396,0.0,0.6
Michael Holt,Kyren Wilson,11,0.06594815353644579,0.28853701766979867,1021,574,7085,3734,1078,690,6880,3894,110,50,373,188,681,399,1573,923,1.0,0.33333333333333337
Judd Trump,Zhang Anda,11,0.839863860460572,0.6433651456944017,1484,1069,10282,6221,496,258,3483,1780,623,392,1844,1132,306,153,933,514,0.0,0.75
