player1,player2,best_of,player1_elo,player2_elo,elo_match_win_rate,elo_frame_win_rate,p1_matches_played,p1_matches_won,p1_frames_played,p1_frames_won,p2_matches_played,p2_matches_won,p2_frames_played,p2_frames_won,p1_frames_played_1_year,p1_frames_won_1_year,p1_frames_played_3_years,p1_frames_won_3_years,p2_frames_played_1_year,p2_frames_won_1_year,p2_frames_played_3_years,p2_frames_won_3_years,score1,score2,match_result,win_percentage
Adam Duffy,Zhou Yuelong,7,1111,1496,0.09749066284462456,0.2763779325345598,426,203,2678,1325,492,294,3097,1680,15,6,256,103,46,26,789,427,4,0,0.0,1.0
Graeme Dott,Pang Junxu,7,1339,1410,0.4039387802743521,0.4557411415821268,1171,683,8392,4514,164,88,1009,520,37,20,560,295,90,47,626,336,4,3,0.0,0.5714285714285714
Ryan Day,Mostafa Dorgham,7,1346,983,0.8895753795158947,0.7124883131320702,1298,766,8533,4645,12,1,70,16,108,53,814,424,14,4,60,16,4,3,0.0,0.5714285714285714
Liam Davies,Alexander Ursenbacher,7,1063,1318,0.19299940476105965,0.3458118862387571,33,16,197,91,271,124,1635,783,0,0,171,81,20,10,307,150,4,0,0.0,1.0
Alfie Davies,Liam Graham,7,1097,1003,0.6261916833783177,0.5584811124381613,27,16,144,77,42,13,229,91,21,11,144,77,15,5,150,51,4,1,0.0,0.8
Dominic Dale,Jimmy White,7,1295,1142,0.6994442564412618,0.5944759307482401,1101,611,7604,3999,1566,840,13020,6726,35,14,396,193,12,2,311,124,4,1,0.0,0.8
Jamie Clarke,James Cahill,7,1317,1278,0.5531518743848329,0.5243557087682073,325,162,1927,959,322,134,1996,931,27,12,445,217,16,6,394,192,4,3,0.0,0.5714285714285714
Stuart Carrington,Reanne Evans,7,1267,956,0.8538864678998308,0.6851410567502929,505,269,3170,1648,208,61,1172,453,25,11,358,172,16,6,221,66,4,2,0.0,0.6666666666666666
Ian Burns,Lukas Kleckers,7,1270,1254,0.5218633393972989,0.5099986668799655,488,238,3058,1517,219,91,1250,559,13,3,353,161,21,9,436,213,4,2,0.0,0.6666666666666666
Jordan Brown,Lyu Haotian,7,1323,1443,0.34071893937019965,0.425557483188341,330,170,2022,1011,330,168,2130,1065,68,31,686,349,43,20,597,328,4,3,0.0,0.5714285714285714
Luca Brecel,Jiang Jun,7,1450,1072,0.8985282020078706,0.7201085268004915,632,368,4233,2290,19,6,108,47,34,15,745,407,15,5,108,47,4,3,0.0,0.5714285714285714
Iulian Boiko,Ishpreet Singh Chadha,7,1186,1205,0.47404295972292854,0.4881272322437472,88,32,490,209,32,18,181,101,13,7,256,132,38,20,181,101,4,0,0.0,1.0
Zhang Anda,Ahmed Aly Elsayed,7,1474,923,0.9658405519085268,0.7985891891595733,467,242,3237,1656,13,0,61,9,60,29,687,390,14,4,61,9,4,1,0.0,0.8
Mark Allen,Cao Yupeng,7,1532,1425,0.6428793213307702,0.5664790559676278,1057,701,7424,4221,368,196,2434,1258,87,46,916,524,53,27,479,259,4,3,0.0,0.5714285714285714
Fan Zhengyi,Ben Mertens,7,1390,1242,0.6935058085008956,0.5914589784327801,174,74,1118,508,90,42,531,267,104,55,617,322,25,12,360,185,4,2,0.0,0.6666666666666666
Gary Wilson,Iulian Boiko,7,1409,1186,0.7762304913665884,0.6358738914270539,714,408,4540,2438,88,32,490,209,116,57,748,387,13,7,256,132,4,2,0.0,0.6666666666666666
Mark Williams,Sanderson Lam,7,1510,1257,0.8051614968205012,0.6530561132866127,1775,1164,12940,7429,266,106,1595,704,45,22,827,483,22,8,433,208,4,3,0.0,0.5714285714285714
Robbie Williams,Ding Junhui,7,1407,1547,0.31610864255174254,0.41338242108267,546,293,3482,1789,988,660,7581,4320,39,19,459,250,101,54,832,468,4,2,0.0,0.6666666666666666
Daniel Wells,Barry Pinches,7,1419,1128,0.8381631906470501,0.6742564252229473,513,257,3358,1685,871,437,6456,3301,37,20,435,249,14,4,314,141,4,1,0.0,0.8
Ricky Walden,Matthew Stevens,7,1388,1382,0.5082025098106111,0.5037499296890819,1155,682,7743,4236,1119,645,8461,4588,124,61,802,423,37,19,504,270,4,3,0.0,0.5714285714285714
Hossein Vafaei,Julien Leclercq,7,1502,1204,0.843794955427504,0.6780882495516275,315,190,2195,1167,62,29,328,158,51,30,718,412,35,19,253,120,4,1,0.0,0.8
Matthew Selt,Ross Muir,7,1399,1213,0.7371828058525272,0.6141996427768951,866,469,5565,2896,279,110,1752,804,61,28,812,411,12,2,347,162,4,1,0.0,0.8
Neil Robertson,Stuart Carrington,7,1514,1267,0.7995764997363425,0.6496497492904088,1263,837,9255,5324,505,269,3170,1648,156,92,870,493,25,11,358,172,4,3,0.0,0.5714285714285714
Martin O'Donnell,Chris Wakelin,7,1304,1427,0.3369775660777682,0.42372507750673466,491,248,3044,1537,411,221,2605,1343,21,9,327,159,134,66,706,380,4,1,0.0,0.8
Stan Moody,Jordan Brown,7,1110,1323,0.23396455221276663,0.36993399171498176,42,14,239,103,330,170,2022,1011,14,4,203,88,68,31,686,349,4,3,0.0,0.5714285714285714
Robert Milkins,Allan Taylor,7,1339,1212,0.6679843009449487,0.578714862460134,1127,650,7808,4171,432,196,2529,1204,66,25,849,429,17,7,307,127,4,1,0.0,0.8
Anthony McGill,Long Zehuang,7,1420,1200,0.7732004785001367,0.6341355910108007,745,444,4949,2692,53,25,297,142,6,1,558,306,32,16,138,64,4,1,0.0,0.8
Jack Lisowski,Liam Pullen,7,1439,1115,0.86350380276547,0.6921095043017882,782,476,5071,2772,40,20,235,111,38,16,843,461,20,9,193,89,4,2,0.0,0.6666666666666666
Jak Jones,Zhang Anda,7,1412,1474,0.41590794122337116,0.46132739479349205,378,180,2397,1133,467,242,3237,1656,51,30,560,300,60,29,687,390,4,1,0.0,0.8
Duane Jones,Liam Davies,7,1219,1063,0.7029806026650167,0.5962826992967879,313,141,1854,901,33,16,197,91,0,0,292,137,0,0,171,81,4,1,0.0,0.8
Si Jiahui,Andrew Pagett,7,1456,1104,0.8826364364142812,0.7068222210935676,165,89,1069,568,335,145,2133,1001,72,43,645,348,27,11,300,116,4,2,0.0,0.6666666666666666
Aaron Hill,Mark Selby,7,1309,1565,0.1920840951325451,0.3452465393936808,113,51,653,313,1551,1061,11028,6424,32,15,447,231,160,92,1090,622,4,2,0.0,0.6666666666666666
John Higgins,Tian Pengfei,7,1555,1287,0.8186786074572162,0.6615031592029524,1859,1311,14361,8470,553,305,3615,1904,182,100,1146,658,28,13,395,194,4,1,0.0,0.8
Barry Hawkins,Xiao Guodong,7,1553,1398,0.7018040708685593,0.5956807306078472,1334,835,9145,5129,743,427,4624,2527,124,71,807,469,73,32,805,419,4,3,0.0,0.5714285714285714
Anthony Hamilton,Kyren Wilson,7,1255,1483,0.2187742115852151,0.36123682485115804,1038,588,7604,4002,1033,654,6486,3648,14,4,387,184,287,153,1179,677,4,1,0.0,0.8
David Gilbert,Oliver Lines,7,1440,1338,0.6364932182719292,0.5634067862621936,931,541,6343,3426,364,174,2177,1067,47,24,613,331,13,3,385,187,4,2,0.0,0.6666666666666666
Marco Fu,Zak Surety,7,1359,1267,0.6236008848905433,0.5572478545985555,959,560,7162,3876,241,109,1370,651,20,9,296,145,35,18,383,187,4,3,0.0,0.5714285714285714
Tom Ford,Ian Burns,7,1452,1270,0.732748880507422,0.6118273690017371,932,533,6320,3378,488,238,3058,1517,77,40,810,434,13,3,353,161,4,2,0.0,0.6666666666666666
Dylan Emery,Noppon Saengkham,7,1237,1396,0.29350342132334917,0.40191313966779657,107,47,598,288,453,236,3071,1551,16,6,324,158,62,28,687,368,4,2,0.0,0.6666666666666666
Adam Duffy,Jamie Clarke,7,1111,1317,0.24126123991548545,0.37402214223339625,426,203,2678,1325,325,162,1927,959,15,6,256,103,27,12,445,217,4,0,0.0,1.0
Graeme Dott,Wu Yize,7,1339,1336,0.5041014855971089,0.5018749912109869,1171,683,8392,4514,97,46,680,340,37,20,560,295,34,17,466,244,4,2,0.0,0.6666666666666666
Ryan Day,David Lilley,7,1346,1312,0.5463726874746992,0.5212372149662741,1298,766,8533,4645,246,123,1457,734,108,53,814,424,54,29,413,202,4,2,0.0,0.6666666666666666
Dominic Dale,Alfie Davies,7,1295,1097,0.7502408354966205,0.6212835951910678,1101,611,7604,3999,27,16,144,77,35,14,396,193,21,11,144,77,4,3,0.0,0.5714285714285714
Luca Brecel,Joe O'Connor,7,1450,1441,0.5123026114255715,0.5056247627073255,632,368,4233,2290,289,143,1790,900,34,15,745,407,118,64,598,315,4,0,0.0,1.0
Mark Allen,Ma Hailong,7,1532,1061,0.9420526291744534,0.7644979994081456,1057,701,7424,4221,23,6,147,57,87,46,916,524,12,2,147,57,4,0,0.0,1.0
Fan Zhengyi,Aaron Hill,7,1390,1309,0.6092484254460553,0.5504527113395278,174,74,1118,508,113,51,653,313,104,55,617,322,32,15,447,231,4,1,0.0,0.8
Gary Wilson,Jack Lisowski,7,1409,1439,0.4590611389260606,0.4812587841214648,714,408,4540,2438,782,476,5071,2772,116,57,748,387,38,16,843,461,4,3,0.0,0.5714285714285714
Robbie Williams,Adam Duffy,7,1407,1111,0.8422000503552975,0.676995856238523,546,293,3482,1789,426,203,2678,1325,39,19,459,250,15,6,256,103,4,2,0.0,0.6666666666666666
Ricky Walden,Neil Robertson,7,1388,1514,0.33325327584718467,0.4218947671156908,1155,682,7743,4236,1263,837,9255,5324,124,61,802,423,156,92,870,493,4,2,0.0,0.6666666666666666
Elliot Slessor,Dylan Emery,7,1401,1237,0.7123105654940886,0.6010878788483698,365,177,2214,1085,107,47,598,288,109,60,538,276,16,6,324,158,4,1,0.0,0.8
Matthew Selt,Duane Jones,7,1399,1219,0.7305169455924372,0.610639233949222,866,469,5565,2896,313,141,1854,901,61,28,812,411,0,0,292,137,4,1,0.0,0.8
Martin O'Donnell,Anthony Hamilton,7,1304,1255,0.5666587144886649,0.530586760182081,491,248,3044,1537,1038,588,7604,4002,21,9,327,159,14,4,387,184,4,2,0.0,0.6666666666666666
Robert Milkins,David Gilbert,7,1339,1440,0.3647889315421975,0.43720825986135486,1127,650,7808,4171,931,541,6343,3426,66,25,849,429,47,24,613,331,4,0,0.0,1.0
Anthony McGill,Mark Williams,7,1420,1510,0.37899585307075345,0.44398610945538003,745,444,4949,2692,1775,1164,12940,7429,6,1,558,306,45,22,827,483,4,1,0.0,0.8
Jak Jones,Hossein Vafaei,7,1412,1502,0.37899585307075345,0.44398610945538003,378,180,2397,1133,315,190,2195,1167,51,30,560,300,51,30,718,412,4,2,0.0,0.6666666666666666
John Higgins,Ryan Day,7,1555,1346,0.7618819203066071,0.6277321638605189,1859,1311,14361,8470,1298,766,8533,4645,182,100,1146,658,108,53,814,424,4,1,0.0,0.8
Marco Fu,Daniel Wells,7,1359,1419,0.4185795134993229,0.46257015465625045,959,560,7162,3876,513,257,3358,1685,20,9,296,145,37,20,435,249,4,2,0.0,0.6666666666666666
Tom Ford,Barry Hawkins,7,1452,1553,0.3647889315421975,0.43720825986135486,932,533,6320,3378,1334,835,9145,5129,77,40,810,434,124,71,807,469,4,1,0.0,0.8
Dominic Dale,Stan Moody,7,1295,1110,0.7360780864464773,0.6136070778047783,1101,611,7604,3999,42,14,239,103,35,14,396,193,14,4,203,88,4,1,0.0,0.8
Luca Brecel,Graeme Dott,7,1450,1339,0.6479578189910667,0.5689332093695465,632,368,4233,2290,1171,683,8392,4514,34,15,745,407,37,20,560,295,4,1,0.0,0.8
Mark Allen,Si Jiahui,7,1532,1456,0.6026704349193375,0.5473576181430894,1057,701,7424,4221,165,89,1069,568,87,46,916,524,72,43,645,348,4,1,0.0,0.8
Gary Wilson,Robert Milkins,7,1409,1339,0.5947357972115818,0.5436386872370789,714,408,4540,2438,1127,650,7808,4171,116,57,748,387,66,25,849,429,4,0,0.0,1.0
Elliot Slessor,Fan Zhengyi,7,1401,1390,0.5150352723345792,0.5068745667645342,365,177,2214,1085,174,74,1118,508,109,60,538,276,104,55,617,322,4,3,0.0,0.5714285714285714
Martin O'Donnell,Marco Fu,7,1304,1359,0.42527567806654565,0.4656790563306954,491,248,3044,1537,959,560,7162,3876,21,9,327,159,20,9,296,145,4,2,0.0,0.6666666666666666
Anthony McGill,Ricky Walden,7,1420,1388,0.5436568604546561,0.5199893401555818,745,444,4949,2692,1155,682,7743,4236,6,1,558,306,124,61,802,423,4,3,0.0,0.5714285714285714
John Higgins,Matthew Selt,7,1555,1399,0.7029806026650167,0.5962826992967879,1859,1311,14361,8470,866,469,5565,2896,182,100,1146,658,61,28,812,411,4,3,0.0,0.5714285714285714
Dominic Dale,Jak Jones,7,1295,1412,0.34447706088090824,0.42739193613673987,1101,611,7604,3999,378,180,2397,1133,35,14,396,193,51,30,560,300,4,0,0.0,1.0
Luca Brecel,Tom Ford,7,1450,1452,0.4972656477862734,0.49875000260416025,632,368,4233,2290,932,533,6320,3378,34,15,745,407,77,40,810,434,4,1,0.0,0.8
Mark Allen,Robbie Williams,7,1532,1407,0.6655072126279344,0.5774953651858118,1057,701,7424,4221,546,293,3482,1789,87,46,916,524,39,19,459,250,4,0,0.0,1.0
Gary Wilson,Anthony McGill,9,1409,1420,0.483086384305378,0.4931254332354657,714,408,4540,2438,745,444,4949,2692,116,57,748,387,6,1,558,306,5,0,0.0,1.0
Elliot Slessor,Dominic Dale,9,1401,1295,0.6583974652784721,0.5658650028954817,365,177,2214,1085,1101,611,7604,3999,109,60,538,276,35,14,396,193,5,3,0.0,0.625
Martin O'Donnell,Luca Brecel,9,1304,1450,0.2872693867047188,0.40974974806981657,491,248,3044,1537,632,368,4233,2290,21,9,327,159,34,15,745,407,5,3,0.0,0.625
John Higgins,Mark Allen,9,1555,1532,0.5353273068487134,0.5143710406970602,1859,1311,14361,8470,1057,701,7424,4221,182,100,1146,658,87,46,916,524,5,2,0.0,0.7142857142857143
Gary Wilson,John Higgins,11,1409,1555,0.26844922522726006,0.40974974806981657,714,408,4540,2438,1859,1311,14361,8470,116,57,748,387,182,100,1146,658,6,4,0.0,0.6
Martin O'Donnell,Elliot Slessor,11,1304,1401,0.34057998543318124,0.4396703573114467,491,248,3044,1537,365,177,2214,1085,21,9,327,159,109,60,538,276,6,5,0.0,0.5454545454545454
Gary Wilson,Martin O'Donnell,19,1409,1304,0.7186585441601923,0.5652507475670999,714,408,4540,2438,491,248,3044,1537,116,57,748,387,21,9,327,159,9,4,0.0,0.6923076923076923
Gary Wilson,Hossein Vafaei,11,1488,1504,0.4729513273017054,0.4900013331200346,721,415,4590,2474,318,192,2211,1177,166,93,798,423,67,40,734,422,6,4,0.0,0.6
Judd Trump,Chris Wakelin,11,1694,1426,0.8700081127630673,0.6615031592029524,1433,1029,9838,5948,413,222,2614,1348,179,119,1400,859,143,71,715,385,6,2,0.0,0.75
Mark Selby,Barry Hawkins,11,1555,1546,0.5152231973606849,0.5056247627073255,1553,1062,11040,6430,1337,837,9161,5138,172,98,1102,628,140,80,823,478,6,3,0.0,0.6666666666666666
Ronnie O'Sullivan,Zhou Yuelong,11,1661,1473,0.7863303004766008,0.6153837563911821,1512,1155,13051,7967,493,294,3101,1680,136,84,962,582,50,26,793,427,6,2,0.0,0.75
John Higgins,Ding Junhui,11,1571,1529,0.5706698968477705,0.5262259093720687,1865,1316,14399,8495,990,661,7593,4326,220,125,1184,683,113,60,844,474,6,4,0.0,0.6
Ali Carter,Tom Ford,11,1489,1459,0.550614462905557,0.5187412158785352,1308,806,8813,4872,936,536,6343,3391,144,78,1001,562,100,53,833,447,6,2,0.0,0.75
Zhang Anda,Noppon Saengkham,11,1460,1386,0.6230920690710587,0.5461185410457796,469,243,3247,1661,455,237,3082,1557,70,34,697,395,73,34,698,374,6,5,0.0,0.5454545454545454
Mark Allen,Mark Williams,11,1552,1492,0.6003837402395101,0.5374298453437496,1062,705,7451,4239,1778,1166,12958,7438,114,64,943,542,63,31,845,492,6,3,0.0,0.6666666666666666
Mark Selby,Ronnie O'Sullivan,11,1555,1661,0.3267519546873183,0.4341349971045183,1553,1062,11040,6430,1512,1155,13051,7967,172,98,1102,628,136,84,962,582,6,0,0.0,1.0
Ali Carter,Judd Trump,11,1489,1694,0.1935721233164976,0.37460765027944887,1308,806,8813,4872,1433,1029,9838,5948,144,78,1001,562,179,119,1400,859,6,4,0.0,0.6
Zhang Anda,John Higgins,11,1460,1571,0.319173996683754,0.43106679063045344,469,243,3247,1661,1865,1316,14399,8495,70,34,697,395,220,125,1184,683,6,4,0.0,0.6
Mark Allen,Gary Wilson,11,1552,1488,0.6069119338528444,0.5399148845555657,1062,705,7451,4239,721,415,4590,2474,114,64,943,542,166,93,798,423,6,4,0.0,0.6
Zhang Anda,Mark Selby,11,1460,1555,0.3436843223141096,0.440902528097607,469,243,3247,1661,1553,1062,11040,6430,70,34,697,395,172,98,1102,628,6,5,0.0,0.5454545454545454
Mark Allen,Ali Carter,11,1552,1489,0.6052827397248761,0.5392938058983595,1062,705,7451,4239,1308,806,8813,4872,114,64,943,542,144,78,1001,562,6,3,0.0,0.6666666666666666
Mark Allen,Zhang Anda,19,1552,1460,0.6940483969735175,0.5572478545985555,1062,705,7451,4239,469,243,3247,1661,114,64,943,542,70,34,697,395,10,8,0.0,0.5555555555555556
Ding Junhui,Omar Alajlani,7,1523,961,0.9683341721552914,0.8029761144061539,991,661,7603,4330,11,4,51,18,123,64,854,478,0,0,0,0,4,0,0.0,1.0
John Higgins,Ali Al Obaidly,7,1563,987,0.9712764369033812,0.8084546514385326,1867,1317,14419,8505,1,0,4,0,240,135,1204,693,0,0,0,0,4,0,0.0,1.0
John Higgins,Mark Williams,7,1563,1483,0.6079354159352611,0.549833997312478,1867,1317,14419,8505,1779,1166,12967,7441,240,135,1204,693,72,34,854,495,4,2,0.0,0.6666666666666666
Ali Carter,Ding Junhui,7,1512,1523,0.48496472766542054,0.4931254332354657,1311,808,8840,4887,991,661,7603,4330,171,93,1028,577,123,64,854,478,4,3,0.0,0.5714285714285714
Judd Trump,Shaun Murphy,7,1682,1481,0.7534472409879828,0.6230466603666162,1435,1030,9856,5958,1347,884,9709,5516,197,129,1418,869,77,42,749,427,4,3,0.0,0.5714285714285714
Ronnie O'Sullivan,John Higgins,7,1643,1563,0.6079354159352611,0.549833997312478,1514,1156,13065,7973,1867,1317,14419,8505,150,90,976,588,240,135,1204,693,4,0,0.0,1.0
Luca Brecel,Ali Carter,7,1465,1512,0.4360365854867152,0.47065874995421436,637,372,4262,2309,1311,808,8840,4887,63,34,774,426,171,93,1028,577,4,1,0.0,0.8
Mark Allen,Mark Selby,7,1576,1583,0.4904306643721704,0.4956251116502266,1066,709,7497,4267,1556,1064,11066,6447,160,92,989,570,198,115,1128,645,4,3,0.0,0.5714285714285714
Ronnie O'Sullivan,Judd Trump,7,1643,1682,0.44684812561516707,0.47564429123179275,1514,1156,13065,7973,1435,1030,9856,5958,150,90,976,588,197,129,1418,869,4,1,0.0,0.8
Luca Brecel,Mark Allen,7,1465,1576,0.35204218100893303,0.43106679063045344,637,372,4262,2309,1066,709,7497,4267,63,34,774,426,160,92,989,570,4,2,0.0,0.6666666666666666
Ronnie O'Sullivan,Luca Brecel,9,1643,1465,0.7528658846129856,0.6094497836283252,1514,1156,13065,7973,637,372,4262,2309,150,90,976,588,63,34,774,426,5,2,0.0,0.7142857142857143
Gary Wilson,Mark Selby,19,1492,1579,0.3156706761212045,0.44583834723635146,723,416,4610,2484,1557,1064,11073,6450,186,103,818,433,205,118,1135,648,10,8,0.0,0.5555555555555556
Mark Williams,Tom Ford,19,1478,1444,0.5744353975478363,0.5212372149662741,1780,1166,12973,7443,937,536,6351,3393,78,36,860,497,108,55,841,449,10,9,0.0,0.5263157894736842
Ali Carter,Barry Hawkins,19,1504,1534,0.4342344814976653,0.4812587841214648,1313,809,8852,4892,1338,837,9170,5141,183,98,1040,582,149,83,832,481,10,8,0.0,0.5555555555555556
Mark Allen,John Higgins,19,1569,1559,0.5220131658921434,0.5062496744995104,1068,710,7510,4273,1870,1319,14433,8513,173,98,1002,576,254,143,1218,701,10,7,0.0,0.5882352941176471
Gary Wilson,Zhang Anda,19,1492,1485,0.515413308375196,0.5043748883497735,723,416,4610,2484,473,246,3297,1687,186,103,818,433,120,60,747,421,10,8,0.0,0.5555555555555556
Mark Williams,Judd Trump,19,1478,1666,0.1507447566606252,0.38461624360881785,1780,1166,12973,7443,1437,1031,9868,5963,78,36,860,497,209,134,1430,874,10,4,0.0,0.7142857142857143
Ronnie O'Sullivan,Ali Carter,19,1677,1504,0.8293131770779737,0.6064704870683034,1517,1159,13081,7986,1313,809,8852,4892,166,103,992,601,183,98,1040,582,10,2,0.0,0.8333333333333334
Mark Allen,Ding Junhui,19,1569,1524,0.5980757032414309,0.528095374408387,1068,710,7510,4273,993,662,7614,4337,173,98,1002,576,134,71,865,485,10,8,0.0,0.5555555555555556
Mark Williams,Mark Allen,19,1478,1569,0.3078845450726687,0.44336904007774663,1780,1166,12973,7443,1068,710,7510,4273,78,36,860,497,173,98,1002,576,10,5,0.0,0.6666666666666666
Ronnie O'Sullivan,Gary Wilson,19,1677,1492,0.8453994773467999,0.6136070778047783,1517,1159,13081,7986,723,416,4610,2484,166,103,992,601,186,103,818,433,10,7,0.0,0.5882352941176471
Mark Williams,Ronnie O'Sullivan,19,1478,1677,0.13717176187708624,0.3781283576925339,1780,1166,12973,7443,1517,1159,13081,7986,78,36,860,497,166,103,992,601,10,5,0.0,0.6666666666666666
Xing Zihao,Michael Holt,19,1097,1290,0.14446542816451596,0.38166196066971714,22,8,126,55,1004,568,6975,3684,26,11,126,55,0,0,263,138,10,6,0.0,0.625
Long Zehuang,Sydney Wilson,19,1202,1127,0.6604743044855522,0.5467381519846138,55,26,307,147,238,95,1367,624,42,21,148,69,14,5,130,68,10,1,0.0,0.9090909090909091
Gao Yang,Ishpreet Singh Chadha,19,1143,1189,0.3997919035904296,0.4712816430485603,62,24,351,157,33,18,185,101,0,0,172,87,42,20,185,101,10,6,0.0,0.625
Alexander Ursenbacher,Iulian Boiko,19,1297,1200,0.7036293713965621,0.5603296426885532,272,124,1639,783,90,33,500,215,24,10,311,150,23,13,266,138,10,0,0.0,1.0
Allan Taylor,Vladislav Gradinari,19,1208,1022,0.84669209107247,0.6141996427768951,434,197,2540,1209,8,5,28,17,28,12,318,132,0,0,28,17,10,6,0.0,0.625
Mohammed Shehab,Stan Moody,19,1211,1121,0.69017703192233,0.5560138905446199,74,31,548,263,45,16,257,112,0,0,0,0,32,13,221,97,10,6,0.0,0.625
Bulcsú Révész,Sean O'Sullivan,19,1007,1097,0.30982296807766957,0.44398610945538003,8,3,51,23,282,105,1759,772,0,0,51,23,25,10,259,100,10,8,0.0,0.5555555555555556
Liam Pullen,Anton Kazakov,19,1126,941,0.8453994773467999,0.6136070778047783,42,21,245,117,37,4,213,62,30,15,203,95,17,3,191,53,10,3,0.0,0.7692307692307693
Haydon Pinhey,Hammad Miah,19,1106,1240,0.23023153450477252,0.4170245457988005,99,44,516,241,281,113,1795,813,27,10,253,121,20,6,346,159,10,2,0.0,0.8333333333333334
Andres Petrov,Ahmed Aly Elsayed,19,1013,923,0.69017703192233,0.5560138905446199,63,20,373,146,14,0,66,10,15,1,236,80,19,5,66,10,10,1,0.0,0.9090909090909091
Yisong Peng,Manasawin Phetmalaikul,19,1041,1011,0.5657655185023343,0.5187412158785352,41,11,244,90,50,17,276,114,24,6,244,90,20,6,131,54,10,5,0.0,0.6666666666666666
Andrew Pagett,Andy Lee,19,1110,1085,0.5548828831088584,0.5156199157230156,337,146,2145,1007,198,84,1188,534,39,17,312,122,19,5,288,120,10,9,0.0,0.5263157894736842
Ross Muir,Cheung Ka Wai,19,1212,1132,0.6705013585950822,0.549833997312478,281,111,1763,809,20,15,106,70,23,7,358,167,0,0,106,70,10,9,0.0,0.5263157894736842
Peter Lines,Mohamed Ibrahim,19,1245,947,0.9481282042822395,0.6780882495516275,913,472,6421,3283,32,5,197,61,0,0,218,98,17,3,163,52,10,6,0.0,0.625
Rod Lawler,Gong Chenzhi,19,1163,1063,0.7093094464382455,0.5621765008857981,937,481,6852,3476,14,8,96,51,17,3,247,109,9,4,96,51,10,7,0.0,0.5882352941176471
Jenson Kendrick,Yulu Bai,19,1009,1005,0.5088091185026075,0.5024999791668749,70,22,391,153,8,3,53,21,26,9,249,93,0,0,53,21,10,7,0.0,0.5882352941176471
Jiang Jun,Amir Sarkhosh,19,1080,1092,0.47359025054999443,0.4925005624493796,20,6,115,50,28,13,171,89,22,8,115,50,0,0,46,24,10,6,0.0,0.625
Andrew Higginson,Duane Jones,19,1293,1229,0.6380092490619715,0.5399148845555657,872,501,6045,3275,316,143,1870,910,31,15,375,204,16,9,308,146,10,7,0.0,0.5882352941176471
Louis Heathcote,Oliver Sykes,19,1278,1040,0.9039784312417808,0.6445115537062945,190,86,1062,517,9,4,46,23,33,18,381,183,0,0,41,22,10,4,0.0,0.7142857142857143
Ma Hailong,Victor Sarkis,19,1066,897,0.8237151401553927,0.6040813228693781,25,7,157,61,26,2,135,29,22,6,157,61,17,3,135,29,10,1,0.0,0.9090909090909091
Marco Fu,Siripaporn Nuanthakhamjan,19,1374,908,0.9938924386191705,0.7622400534271092,963,563,7186,3890,14,0,83,16,44,23,320,159,15,1,83,16,10,1,0.0,0.9090909090909091
Adam Duffy,Mink Nutcharut,19,1154,968,0.84669209107247,0.6141996427768951,429,205,2692,1335,37,3,211,61,29,16,270,113,17,3,210,61,10,5,0.0,0.6666666666666666
Mostafa Dorgham,Fergal O'Brien,19,991,1194,0.13245490506923827,0.3757797665027358,13,1,77,19,1029,561,7499,3895,21,7,67,19,5,1,248,112,10,8,0.0,0.5555555555555556
Liam Davies,Ryan Thomerson,19,1089,975,0.7351027117757327,0.5707716118944918,36,18,210,100,68,16,404,149,13,9,184,90,20,6,201,65,10,3,0.0,0.7692307692307693
Thor Chuan Leong,Hamza Ilyas,19,1202,1000,0.8663767577963528,0.623633628298226,174,62,1075,470,0,0,0,0,21,7,162,84,0,0,0,0,10,2,0.0,0.8333333333333334
Ashley Carty,Liam Graham,19,1276,993,0.939035438800792,0.6698485160570237,268,125,1562,764,43,13,234,92,28,12,275,133,20,6,155,52,10,4,0.0,0.7142857142857143
Stuart Carrington,Himanshu Jain,19,1271,943,0.9630045963281939,0.6942363401080305,507,270,3183,1655,34,6,181,54,38,18,371,179,21,7,181,54,10,5,0.0,0.6666666666666666
Ian Burns,Dean Young,19,1275,1073,0.8663767577963528,0.623633628298226,490,239,3070,1523,98,38,499,209,25,9,365,167,13,3,284,114,10,1,0.0,0.9090909090909091
Alfie Burden,Rebecca Kenna,19,1224,808,0.9877257690583995,0.7388500060842489,800,415,5671,2877,39,3,196,37,24,10,349,160,17,3,144,19,10,1,0.0,0.9090909090909091
Oliver Brown,Reanne Evans,19,1133,957,0.8334343127725208,0.6082590307465143,273,120,1469,689,209,61,1178,455,35,17,238,91,22,8,227,68,10,0,0.0,1.0
Michael White,Andrew Higginson,19,1327,1293,0.5744353975478363,0.5212372149662741,694,381,4480,2331,872,501,6045,3275,31,15,491,260,31,15,375,204,10,8,0.0,0.5555555555555556
Daniel Wells,Xing Zihao,19,1423,1097,0.9621382579262154,0.6931739493259501,516,259,3375,1695,22,8,126,55,54,30,452,259,26,11,126,55,10,5,0.0,0.6666666666666666
Zak Surety,Gao Yang,19,1274,1143,0.7647400134102841,0.5811509642893937,243,110,1383,658,62,24,351,157,48,25,396,194,0,0,172,87,10,6,0.0,0.625
Jimmy Robertson,Liam Davies,19,1349,1089,0.9226625720973142,0.6570104626734988,734,402,4763,2484,36,18,210,100,47,18,616,325,13,9,184,90,10,2,0.0,0.8333333333333334
